Heste_navn;Navn;Id_nr;inntjent;Dato
Tors Spik;Tors Spik* (S);30115803;23.147;2018-12-05
Urlo Spritz;Urlo Spritz (IT);30115229;333.600;2018-12-04
Listas Aragon;Listas Aragon* (S);30118032;8.126;2018-12-04
Touchee Bi;Touchee Bi (IT);30113285;578.766;2018-12-04
Re Faritrail;Re Faritrail* (S);30113149;5.754;2018-12-04
Lea R.B.;Lea R.B.* (S);30112710;51.930;2018-12-04
H.G.Braga;H.G.Braga* (S);30100376;70.410;2018-12-04
Time for Money;Time for Money (S);30100701;172.438;2018-12-04
Kerosene;Kerosene* (S);30097168;136.641;2018-12-04
Nashville Yankee;Nashville Yankee* (S);30110564;53.390;2018-12-04
Ejakval Boko;Ejakval Boko (NL);30110948;222.476;2018-12-04
Welcome S.E.;Welcome S.E. (S);30109285;548.389;2018-12-04
Hazil Boko;Hazil Boko (S);30105460;142.229;2018-12-04
Bolette Tinghøj;Bolette Tinghøj (DK);30105101;140.771;2018-12-04
A Winner;A Winner (DK);30105039;287.297;2018-12-04
Kissy's Icon;Kissy's Icon* (S);30107642;41.949;2018-12-04
Pathos Om;Pathos Om (IT);30106699;859.210;2018-12-04
Dan Mølgård;Dan Pål;129765;81.106;2018-12-04
Slotts Grond;Rond;30055847;15.719;2018-12-04
Winmecredit;Winmecredit* (US);30076773;5.235.390;2018-12-04
Dirtballer;Dirtballer (US);30085478;110.000;2018-12-04
Larry S.E.;Larry S.E. (S);30084662;204.979;2018-12-04
Høvding Viktor;Høvding Jaros;30083532;0;2018-12-04
Tiptoe;Tiptoe* (S);30092059;855.955;2018-12-04
Saturn;Saturn (DK);30092052;144.485;2018-12-04
Rommy F.H.;Rommy F.H. (DK);30090296;97.175;2018-12-04
Tornerose Gardenia;Tornerose Gardenia (DK);30094072;232.812;2018-12-04
Todays Shotgun;Todays Shotgun (S);30096713;615.847;2018-12-03
Jaccaroo;Jaccaroo (S);30092564;926.487;2018-12-03
Littlejack Hanover;Littlejack Hanover (US);30085844;523.654;2018-12-03
Faste Iris;Faste Viking;30065405;0;2018-12-03
Rolling Stones;Rolling Stones* (S);30107084;1.519.609;2018-12-03
Daddy's Angel;Daddy's Angel (S);30107906;176.000;2018-12-03
Tania N.L.;Tania N.L. (IT);30097065;352.915;2018-12-03
Husan Teddy;Løten Teddy;30098122;0;2018-12-03
Dark Moni;Moni Paris;30100616;0;2018-12-03
Bestbyarsenal;Bestbyarsenal (DK);30100728;396.949;2018-12-03
Invicta;Invicta (DE);30100005;337.677;2018-12-03
Quick Tilly;Quick Tilly (S);30111990;211.310;2018-12-03
Rex Lavec;Rex Lavec* (S);30115934;58.173;2018-12-03
Champlain;Champlain (DE);30111610;135.947;2018-12-02
Brooklyn Bounce D.K.;Brooklyn Bounce D.K. (DK);30101138;94.000;2018-12-02
HöwingsSilberpfeil;HöwingsSilberpfeil (S);30101855;147.455;2018-12-02
Aladyforyou;Aladyforyou (DK);30102036;191.622;2018-12-02
Wayne Brogård;Wayne Brogård (DK);30104252;505.873;2018-12-02
Victor Hastrup;Victor Hastrup (DK);30098437;254.893;2018-12-02
Pay Me Laday;Pay Me Laday (S);30110183;42.080;2018-12-02
Texas Bonheur;Texas Bonheur (FR);30069539;74.000;2018-12-02
Bella Donna Rapid;Rebella Donna;30021061;0;2018-12-02
Waikiki Man;Waikiki Man (DK);30091914;552.989;2018-12-02
Anthony Downs;Anthony Downs (DK);30093455;264.500;2018-12-02
Hades Håleryd;Hades Håleryd (S);30090540;846.277;2018-12-02
Victoria Lund;Victoria Lund (DK);30089720;252.782;2018-12-02
Gary Hoist;Gary Hoist (FI);30087684;757.651;2018-12-02
Grace Yoga;Grace Yoga* (S);30095956;105.227;2018-12-02
Dante Kievitshof;Dante Kievitshof (DE);30094170;215.393;2018-12-02
P.O. Super Star;P.O. Super Star (S);30096275;413.464;2018-12-01
Radieux;Radieux (IT);30095396;3.321.108;2018-12-01
Kemas Starlight;Kemas Starlight (S);30095275;398.392;2018-12-01
Önas Julius;Önas Julius (S);30088973;430.097;2018-12-01
Spirit Brodde;Spirit Brodde (S);30082607;442.525;2018-12-01
Mira Hørsta;Mira Hørsta (S);30107247;154.170;2018-12-01
Exciting Chip;Exciting Chip (S);30107263;188.000;2018-12-01
Uendy Z.S.;Uendy Z.S. (IT);30105060;424.548;2018-12-01
Encore un Sisu;Encore un Sisu (S);30098552;143.000;2018-12-01
Seabreeze Ås;Seabreeze Ås (US);30097390;353.867;2018-12-01
Zeen av Ekbacka;Zeen av Ekbacka (S);30097617;260.572;2018-12-01
Hugo Bäck;Hugo Bäck* (S);30100407;428.327;2018-12-01
Dayenne Lane;Dayenne Lane (NL);30118145;327.060;2018-12-01
Billy Flynn;Billy Flynn* (US);30118383;3.481.469;2018-12-01
Miss Judy;Miss Judy* (S);30116828;11.467;2018-11-30
Chipie d'Yvi;Chipie d'Yvi* (FR);30117476;247.383;2018-11-30
Jasmin Sund;Jasmin Sund (S);30100382;59.000;2018-11-30
Amazing S.H.;Amazing S.H. (DK);30100111;294.119;2018-11-30
Linnea Mykla;Mykle Linn;30099012;0;2018-11-30
Wagtail Happyharry;Wagtail Happyharry (S);30078549;64.000;2018-11-30
Allenie's Love;Allenie's Love* (S);30085697;53.779;2018-11-30
Værdalskongen;Rakongen;30066906;0;2018-11-30
Ulvenblesen;Ulvenblesa;25812;0;2018-11-30
Glitter In The Air;Glitter In The Air (US);30093345;293.095;2018-11-30
Cigarette;Cigarette* (S);30092554;45.094;2018-11-30
Veggie Hanover;Veggie Hanover (US);30095571;224.653;2018-11-30
Sidsel;Sidsel (DK);30095461;398.833;2018-11-29
Fighting Joe;Fighting Joe* (S);30096182;431.186;2018-11-29
Trust Boom Bay;Trust Boom Bay (DK);30094778;501.427;2018-11-29
Diego Kievitshof;Diego Kievitshof (DE);30094972;322.847;2018-11-29
Elles Mirakel;Olzons Mirakel (S);30092352;0;2018-11-29
Voltigeur de Bon;Bon Voyage* (S);30092082;0;2018-11-29
Krabat;Krabat* (S);30093355;126.020;2018-11-29
Lustra Spretten;Lygna Spretten;30092736;0;2018-11-29
Swinging Face;Swinging Face (DK);30090866;256.134;2018-11-29
Lily of Hope;Lily of Hope* (S);30091812;75.891;2018-11-29
Horgen Elvy;Horgen Elvy*;30089405;54.375;2018-11-29
A Million To One;A Million To One (S);30089017;189.000;2018-11-29
Roberto D.K.;Roberto D.K. (DK);30076693;578.000;2018-11-29
Little Samo;Little Samo (DE);30071657;365.971;2018-11-29
Tip Esterel;Tip Esterel (DK);30099136;679.659;2018-11-29
Wikipeaks;Wikipeaks (DK);30100414;366.656;2018-11-29
Farao F. Boko;Farao F. Boko (NL);30102037;354.400;2018-11-29
Carl Lewis;Carl Lewis (NL);30104945;538.741;2018-11-29
Zola Sirena;Zola Sirena (S);30105804;186.037;2018-11-29
Javier Palema;Javier Palema (S);30107343;512.918;2018-11-29
Dakota Bell;Dakota Bell* (S);30109341;72.724;2018-11-29
Final Countdown;Final Countdown (NL);30108898;145.139;2018-11-29
Igor;Igor* (S);30108613;21.289;2018-11-29
Very Esterel;Very Esterel (DK);30108821;533.741;2018-11-29
Bandit A.P.;Bandit A.P. (DK);30108464;168.893;2018-11-29
Ulisse Kronos;Ulisse Kronos (IT);30108483;623.882;2018-11-29
Legend Seeker;Legend Seeker* (S);30116304;48.727;2018-11-29
Will Power;Will Power (DE);30118742;20.630;2018-11-29
C.R. Seven;C.R. Seven (DK);30118743;53.079;2018-11-29
What You Want;What You Want (DE);30115999;246.429;2018-11-29
Chris K.;Chris K. (DK);30115020;78.550;2018-11-29
By Far Thetoughest;By Far Thetoughest (S);30111818;67.438;2018-11-29
Boxing Day;Boxing Day* (S);30113129;29.507;2018-11-29
Grace Scott;Grace Scott (NL);30113070;141.550;2018-11-29
Glennis Attack;Glennis Attack (DE);30113728;172.508;2018-11-29
Purple Light;Purple Light (S);30114190;94.589;2018-11-29
Cavaca;Cavaca (DK);30119187;114.893;2018-11-29
Balaine;Balaine (DE);30113730;197.248;2018-11-28
Bianca Sisa;Bianca Sisa (DK);30113691;100.433;2018-11-28
Hands Up;Hands Up (NL);30113276;93.894;2018-11-28
Tahiti Lady;Tahiti Lady (S);30111902;104.877;2018-11-28
Harley D.E.;Harley D.E. (DE);30113006;179.040;2018-11-28
Bambinos Hope;Bambinos Hope* (S);30112730;101.423;2018-11-28
Uni Lest;Uni Lest (IT);30114831;320.205;2018-11-28
Humble Hill;Humble Hill* (NL);30117784;309.197;2018-11-28
The Normal One;The Noble One* (S);30116904;0;2018-11-28
Amigo Cortina;Amigo Cortina (DE);30116958;129.500;2018-11-28
Rasken Q.C.;Rasken Q.C. (S);30108275;146.403;2018-11-28
Tuileries;Tuileries (DK);30108265;309.001;2018-11-28
Västerbo Sea Star;Västerbo Sea Star* (S);30108604;137.316;2018-11-28
Tallahassee;Tallahassee (S);30109703;258.861;2018-11-28
Prime Directive;Prime Directive (S);30111316;96.003;2018-11-28
Merles Rapida;Merles Rapida* (S);30107325;73.556;2018-11-28
Faust Boko;Faust Boko (S);30106575;344.716;2018-11-28
Pirat Pia;Pirat Pia* (S);30102376;87.852;2018-11-28
Coventina va Bene;Coventina va Bene (S);30104482;96.000;2018-11-28
Teddy Boy O.K.;Teddy Boy O.K. (IT);30104084;354.708;2018-11-28
Hallo Again;Hallo Again (DE);30100280;468.100;2018-11-28
Corsa d'Amour;Corsa d'Amour (DE);30100321;140.827;2018-11-28
Toledoss;Toledoss (IT);30100024;140.613;2018-11-28
Cool Canadian;Cool Canadian (S);30101137;305.153;2018-11-28
Maiko;Kaiko Blesen;30051238;5.894;2018-11-28
Flying Garbo;Neverending Garbo (DK);30043422;65.723;2018-11-28
Let's Do It;Do It;30039495;0;2018-11-28
Gulheim Brage;Gulheim Raia;30023721;0;2018-11-28
Løset Lystig;Løset Moemi;30027556;0;2018-11-28
Stjernediva;Stjernedøla;30034139;0;2018-11-28
Trespasser;Trespasser (S);30089018;387.000;2018-11-28
Tuff Enuff;Tuff Enuff (S);30091228;404.500;2018-11-28
Rommy F.H.;Rommy F.H. (DK);30090296;97.175;2018-11-28
Wanna be a Star;Wanna be a Star* (S);30095244;110.079;2018-11-28
Fairyman;Fairyman* (S);30096793;298.664;2018-11-28
Intrepid Ibex;Intrepid Ibex (S);30096756;238.318;2018-11-27
The Special One U.S.;The Special One U.S. (US);30094097;540.500;2018-11-27
Broadway Blaze;Broadway Blaze (US);30091034;340.255;2018-11-27
Call the Judge;Call the Judge (S);30090159;153.015;2018-11-27
Høy Tara;Høy Viktor;30010967;0;2018-11-27
Sejr Gammelsbæk;Sejr Gammelsbæk (DK);30071777;2.181.137;2018-11-27
Cox Pomona Grim;Cox Pomona Grim (S);30100731;317.985;2018-11-27
Egon Lobell;Egon Lobell (NL);30101301;137.674;2018-11-27
Anne Bork;Anne Bork (DK);30099516;171.192;2018-11-27
Ursula D.;Ursula D. (DK);30099806;325.287;2018-11-27
Walker Jade;Walker Jade* (S);30097192;253.456;2018-11-27
Explosive Lane;Explosive Lane (NL);30097237;754.013;2018-11-27
Sättransakira Rick;Sättransakira Rick* (S);30106098;32.573;2018-11-27
O.M. Erinus;O.M. Erinus (S);30106080;62.000;2018-11-27
Avenue Boulevard;Avenue Boulevard (DK);30106591;254.979;2018-11-27
Aptitude;Aptitude (DK);30107386;120.162;2018-11-27
Speed and Power;Speed and Power (S);30107928;23.000;2018-11-27
Garfieldz Prinze;Garfieldz Prinze (S);30111309;279.944;2018-11-27
Beenthere Donethat;Beenthere Donethat (DK);30109657;167.022;2018-11-27
Cirkeline C.N.;Cirkeline C.N. (DK);30108623;74.500;2018-11-27
On Track Paul;On Track Paul (S);30108765;55.403;2018-11-27
Ciku Brogård;Ciku Brogård (DK);30114897;43.939;2018-11-27
Bear Anemone;Bear Anemone* (S);30113031;110.213;2018-11-27
Happy Dragon;Happy Dragon (DE);30112335;114.050;2018-11-27
Sycamore Broline;Sycamore Broline* (S);30113813;53.201;2018-11-27
Brage Hindø;Brage Hindø (DK);30114773;133.492;2018-11-27
Ervin Boko;Ervin Boko (NL);30114772;262.050;2018-11-27
Ecu De Mieloui;Ecu De Mieloui* (FR);30115512;0;2018-11-26
Valiant Dalimo;Valiant Dalimo* (DK);30118006;176.106;2018-11-26
Tiller;Tiller (S);30111317;288.477;2018-11-26
Place Your Bet;Place Your Bet (S);30107020;312.629;2018-11-26
Doctor Joe;Doctor Joe (S);30098229;330.834;2018-11-26
Freule Idzarda;Freule Idzarda (NL);30103452;189.765;2018-11-26
Sappho Wiking;Photo Wiking;30085879;491;2018-11-26
Bleeding Heart;Bleeding Heart (US);30085380;327.000;2018-11-26
Troll Lotta;Tao Lotta;30051301;0;2018-11-26
Pompano Reza;Pompano Reza (S);30095233;204.190;2018-11-26
Remo Petral;Remo Petral (IT);30096476;307.439;2018-11-26
Edson Boko;Edson Boko (NL);30095331;291.447;2018-11-26
Soros Kronos;Soros Kronos* (S);30095435;221.291;2018-11-26
Tornerose Gardenia;Tornerose Gardenia (DK);30094072;229.812;2018-11-25
Valle Tekla;Alm Tekla;30088477;0;2018-11-25
Pingo Spring;Pingo Spring (DK);30053219;380.000;2018-11-25
William Viking;William;118210;0;2018-11-25
Bjørnemyr Klara;Klara* (S);30084951;0;2018-11-25
Hage Jerka;Hage Jerven;30077889;0;2018-11-25
Marikken;Stensvik Marikken;30079289;0;2018-11-25
Prins Isak;Prins Igor;30067698;0;2018-11-25
Catch A Volo;Catch Me Not;30070036;0;2018-11-25
Trophydore;Trophydore (DK);30100858;227.375;2018-11-25
Muscle Mack;Muscle Mack* (US);30098618;385.004;2018-11-25
Mara Boudream;Mara Boudream (S);30107434;154.811;2018-11-25
O. Melhor;O. Melhor*;30104821;0;2018-11-25
Cash Converter;Cash Converter (S);30110040;441.110;2018-11-25
Ricochet Face;Ricochet Face (S);30109913;351.531;2018-11-25
Urra' Del Rio;Urra' Del Rio (IT);30118382;24.300;2018-11-25
M.S. Triple J.;M.S. Triple J. (US);30115983;340.995;2018-11-25
Wunder's Caviar;Wunder's Caviar (S);30114577;22.500;2018-11-25
Stepping For You;Stepping For You (S);30112329;153.548;2018-11-25
Champlain;Champlain (DE);30111610;123.947;2018-11-24
Absolutelynoexcuse;Absolutelynoexcuse (DK);30114697;226.709;2018-11-24
Sangria Knight;Sangria Knight (S);30113834;461.701;2018-11-24
Paulino;Paulino (DE);30116790;142.391;2018-11-24
Cirkeline Day;Cirkeline Day (DK);30108839;104.260;2018-11-24
C. Brillianto;C. Brillianto (DK);30107988;159.500;2018-11-24
Darco;Darco (DE);30108427;433.101;2018-11-24
Pathos Om;Pathos Om (IT);30106699;843.210;2018-11-24
Solhaug Tyrion;Storhaug Trolla;129298;0;2018-11-24
Hard Cider;Hard Cider (US);30087716;1.452.134;2018-11-24
Prayer Ås;Prayer Ås (S);30087218;565.585;2018-11-24
Ippon Futura;Ippon Futura* (S);30089579;662.383;2018-11-24
Royaldoodle;Royaldoodle* (S);30089519;405.840;2018-11-24
Jaccaroo;Jaccaroo (S);30092564;926.487;2018-11-24
Queasy;Queasy (S);30095408;1.968.334;2018-11-24
Todays Shotgun;Todays Shotgun (S);30096713;611.847;2018-11-24
Mellony Design;Mellony Design* (S);30092716;43.840;2018-11-23
Horgen Elvy;Horgen Elvy*;30089405;54.375;2018-11-23
Simoni's Kaj;Simoni's Kaj (DK);30088925;168.962;2018-11-23
Ulvenblesen;Ulvenblesa;25812;0;2018-11-23
Granli Blesen;Granly Knekten;106384;0;2018-11-23
Prins Balder;Prins Balder*;30052905;107.395;2018-11-23
Balder Tøffen S.K.;Balder Tøffen S.K.*;30083362;58.354;2018-11-23
Kicki Tooma;Wicki;30084548;12.470;2018-11-23
Bom Simoni;Bom Simoni (DK);30105479;241.653;2018-11-23
Babycat;Babycat (DK);30105612;207.980;2018-11-23
Gringo Boko;Gringo Boko (NL);30109954;191.624;2018-11-23
Athena D.;Athena D. (DK);30101135;24.094;2018-11-23
Xita Lavec;Xita Lavec (S);30112684;156.760;2018-11-23
Barbarella;Barbarella (DE);30112347;294.473;2018-11-22
Secret Millionaire;Secret Millionaire* (S);30112884;46.288;2018-11-22
Bad Boy de Chenu;Bad Boy de Chenu (FR);30113001;228.073;2018-11-22
Olimpo Doc;Olimpo Doc (S);30114668;72.934;2018-11-22
Grace Scott;Grace Scott (NL);30113070;138.550;2018-11-22
Divine The Best;Divine The Best* (FR);30117473;33.609;2018-11-22
Lagrain;Lagrain (DE);30116429;55.849;2018-11-22
Global Undefeded;Global Undefeded (S);30116691;134.000;2018-11-22
What You Want;What You Want (DE);30115999;230.429;2018-11-22
Gassman's Evert;Gassman's Evert* (S);30115707;369.002;2018-11-22
A Child;A Child (DK);30115543;60.344;2018-11-22
Ila Håleryd;Ila Håleryd (S);30115019;274.211;2018-11-22
Urlo Spritz;Urlo Spritz (IT);30115229;330.600;2018-11-22
Cavaca;Cavaca (DK);30119187;106.893;2018-11-22
State of Indiana;State of Indiana (S);30118926;17.155;2018-11-22
Verona Mile;Verona Mile (DK);30100055;233.197;2018-11-22
Jasmin Sund;Jasmin Sund (S);30100382;38.000;2018-11-22
Cara Maris;Cara Maris* (FR);30103499;65.000;2018-11-22
Ilikeitlikethat;Ilikeitlikethat* (S);30101720;312.059;2018-11-22
Enrico Scott;Enrico Scott (NL);30102570;33.638;2018-11-22
Farao F. Boko;Farao F. Boko (NL);30102037;354.400;2018-11-22
The Secret Light;The Secret Light (DK);30099425;381.412;2018-11-22
Ashtanga;Ashtanga* (S);30099895;10.000;2018-11-22
Queenswood;Queenswood (DE);30098007;453.703;2018-11-22
Don di Quattro;Don di Quattro (S);30108126;419.157;2018-11-22
Final Countdown;Final Countdown (NL);30108898;141.639;2018-11-22
Zola Sirena;Zola Sirena (S);30105804;181.037;2018-11-22
Tracy Kronos;Tracy Kronos (IT);30104909;378.264;2018-11-22
Easy Tolli T.;Easy Tolli T. (S);30104725;115.268;2018-11-22
Paddington Face;Paddington Face (S);30107884;326.924;2018-11-22
Winner Vang;Winner Vang (DK);30085240;226.937;2018-11-22
Wagtail Happyharry;Wagtail Happyharry (S);30078549;61.000;2018-11-22
Torps Chivas;Torps Chivas* (S);30065940;364.943;2018-11-22
Pilot Joe;Pilot Joe (S);30090156;69.119;2018-11-22
Birkir Ø.K.;Misi Ø.K.;30092671;0;2018-11-22
Swinging Face;Swinging Face (DK);30090866;253.134;2018-11-22
Delec Hanover;Delec Hanover (US);30095772;472.000;2018-11-22
Sidsel;Sidsel (DK);30095461;398.833;2018-11-22
Kemas Starlight;Kemas Starlight (S);30095275;393.392;2018-11-21
Ronato;Ronato (US);30096053;699.000;2018-11-21
Rocknroll Fi;Rocknroll Fi (IT);30093891;752.873;2018-11-21
Denise F. Boko;Denise F. Boko (NL);30092905;1.602.255;2018-11-21
Toto;Toto (DK);30092462;560.498;2018-11-21
Global Money;Global Money* (S);30076914;3.797.992;2018-11-21
Lesja Tara;Lesja Titan;30083474;0;2018-11-21
S.J.'s Victoria;S.J.'s Victoria (S);30085428;655.500;2018-11-21
Tangen Ternar;Tangen Tina;127447;0;2018-11-21
Arevs Indeed;Indeed* (S);30019347;0;2018-11-21
Uendy Z.S.;Uendy Z.S. (IT);30105060;424.548;2018-11-21
Hazil Boko;Hazil Boko (S);30105460;142.229;2018-11-21
Always So Easy;Always So Easy (S);30108273;686.080;2018-11-21
Spirit Yankee;Spirit Yankee* (S);30110563;140.933;2018-11-21
Västerbo RealHigh;Västerbo RealHigh* (S);30097240;492.592;2018-11-21
Urakas Gilbak;Urakas Gilbak (DK);30097070;744.152;2018-11-21
Guy Fanatic;Guy Fanatic (NL);30102577;127.184;2018-11-21
In Håleryd;In Håleryd (S);30101817;376.619;2018-11-21
Millmighty;Millmighty*;30104257;0;2018-11-21
Luxury Tile;Luxury Tile (S);30100079;366.576;2018-11-21
Evita Jaam;Evita Jaam* (S);30119070;67.435;2018-11-21
Tors Spik;Tors Spik* (S);30115803;20.147;2018-11-21
Do it Fass;Do it Fass* (FR);30118619;124.030;2018-11-21
Basic Instinct;Basic Instinct (S);30113291;524.254;2018-11-21
Vollanfaks;Vollanfaks* (S);30112509;374.788;2018-11-21
Tedo O.K.;Tedo O.K. (IT);30111969;142.329;2018-11-21
Brage Hindø;Brage Hindø (DK);30114773;125.492;2018-11-20
Bastian Lendalund;Bastian Lendalund (DK);30116263;235.776;2018-11-20
Silversmith A.C.;Silversmith A.C. (S);30114959;26.280;2018-11-20
Ciku Brogård;Ciku Brogård (DK);30114897;43.939;2018-11-20
Iron Transs R.;Iron Transs R. (DE);30118824;53.327;2018-11-20
Amazing S.H.;Amazing S.H. (DK);30100111;280.119;2018-11-20
Don Carlos D.E.;Don Carlos D.E. (DE);30100008;186.540;2018-11-20
Yassas;Yassas* (S);30100951;111.579;2018-11-20
Olina;Solina;30103778;0;2018-11-20
Global Stardust;Global Stardust* (S);30101722;93.284;2018-11-20
Hopeful Tooma;Hopeful Tooma (S);30097239;349.147;2018-11-20
Dave Briggs;Dave Briggs (US);30097654;389.494;2018-11-20
Ursula D.;Ursula D. (DK);30099806;322.287;2018-11-20
Sven;Sven (S);30099166;347.446;2018-11-20
Ejakval Boko;Ejakval Boko (NL);30110948;218.976;2018-11-20
Dream of Winner;Dream of Winner* (S);30110812;207.125;2018-11-20
Beenthere Donethat;Beenthere Donethat (DK);30109657;167.022;2018-11-20
Cirkeline C.N.;Cirkeline C.N. (DK);30108623;72.500;2018-11-20
Alexia Marshall;Alexia Marshall* (S);30107851;102.812;2018-11-20
Frankel D.E.;Frankel D.E. (DE);30107933;306.160;2018-11-20
Judd Trump;Judd Trump (DE);30107059;67.177;2018-11-20
Tornado Jet;Peak Tornado;30019042;298.237;2018-11-20
Høy Tara;Høy Viktor;30010967;0;2018-11-20
On Stride;On Stride (US);30072318;429.473;2018-11-20
Summerside;Summerside (IT);30092515;278.674;2018-11-20
Broadway Blaze;Broadway Blaze (US);30091034;335.255;2018-11-20
Rommy F.H.;Rommy F.H. (DK);30090296;97.175;2018-11-20
Silas Hovmand;Silas Hovmand (DK);30090310;566.049;2018-11-20
Rimini Lavec;Rimini Lavec (S);30086792;188.046;2018-11-20
Polymeles Face;Polymeles Face (S);30094498;195.000;2018-11-20
Joe Frazier;Joe Frazier (S);30094188;283.355;2018-11-20
Sally Doc;Sally Doc (S);30094780;130.292;2018-11-20
See U. Soon D.K.;See U. Soon D.K. (DK);30094847;254.059;2018-11-20
Iron Lion Zion;Iron Lion Zion (DE);30096208;90.500;2018-11-20
Soros Kronos;Soros Kronos* (S);30095435;201.791;2018-11-19
Waikiki Man;Waikiki Man (DK);30091914;549.489;2018-11-19
Larry S.E.;Larry S.E. (S);30084662;204.979;2018-11-19
Carl Lewis;Carl Lewis (NL);30104945;538.741;2018-11-19
Tallahassee;Tallahassee (S);30109703;254.861;2018-11-19
Respect;Respect (S);30101999;107.399;2018-11-19
Digital Bronze;Digital Bronze (S);30100412;261.939;2018-11-19
Dania Hornline;Dania Hornline* (S);30116423;122.552;2018-11-19
Touchee Bi;Touchee Bi (IT);30113285;571.766;2018-11-19
Ervin Boko;Ervin Boko (NL);30114772;259.050;2018-11-18
Champlain;Champlain (DE);30111610;120.947;2018-11-18
Lome Orkan;Lome Orkan* (S);30113035;0;2018-11-18
Credicone;Credicone (US);30118149;264.954;2018-11-18
Camillo Neo;Camillo Neo (S);30100721;267.922;2018-11-18
Aladyforyou;Aladyforyou (DK);30102036;191.622;2018-11-18
Egon Lobell;Egon Lobell (NL);30101301;137.674;2018-11-18
Brooklyn Bounce D.K.;Brooklyn Bounce D.K. (DK);30101138;94.000;2018-11-18
HöwingsSilberpfeil;HöwingsSilberpfeil (S);30101855;147.455;2018-11-18
Al B. Back Zet;Al B. Back Zet (S);30103249;175.778;2018-11-18
Imperium Bo;Imperium Bo (DE);30099622;209.877;2018-11-18
Eye Of The Tiger N.L.;Eye Of The Tiger N.L. (NL);30110156;469.623;2018-11-18
Pay Me Laday;Pay Me Laday (S);30110183;42.080;2018-11-18
Cabelino;Cabelino (S);30109127;65.000;2018-11-18
Speed and Power;Speed and Power (S);30107928;21.000;2018-11-18
Asterix M.;Asterix M. (DK);30107414;54.141;2018-11-18
Options Blue Chip;Options Blue Chip (US);30062517;197.130;2018-11-18
Texas Bonheur;Texas Bonheur (FR);30069539;74.000;2018-11-18
