idnr;uthestenavn
126064;Chipka Du Bossis 
126065;Infant du Bossis 
126066;Fleur Bleue 
126067;Lilas Bleu 
126068;Sunset Lane 
126069;Scampolo As 
126070;Vision 
126071;Ison Des Joncs 
126072;Theo Del Amor 
126073;Wicked Felina 
126074;Wishing Well 
126075;Do Si Do Hanover 
126076;Living Image 
126077;Shutup N.Kissmee 
126078;Chief Litigator 
126079;Thechiefofmontana 
126080;Rita Thella 
126081;Mount Rushmore 
126082;Local Call 
126083;Remington Thunder 
126084;Breens Hedda     
126085;Maud     
126086;Extreme Machine     
126087;Mercis Encounter     
126088;Isnogood     
126089;Dream Valley     
126090;Lins News     
126091;Chip Cool     
126092;Congolese 
126093;Here Comes Zena 
126094;Jungle Queen 
126095;Miss Titan 
126096;Sapobi Remax 
126097;Itza Remax 
126098;Aida     
126099;Kure Elden     
126100;Gator's First     
126101;Ravn Troll     
126102;Volotone 
126103;Gautier 
126104;Sidney's Thrust     
126105;Hegg Lyn     
126106;Tartarita     
126107;Princess Angelica     
126108;Lucky Halbak     
126109;Running Force     
126110;Alsaker Bølla     
126111;Angelica Goal     
126112;Salsnes Bror     
126113;Stjerneyrja     
126114;Vital Stjernen     
126115;Glad X.T.     
126116;Kapoline     
126117;Stjernefiks     
126118;Hvatt Kaisa     
126119;Ildfaksen     
126120;Sugar Speed     
126121;Super Norva     
126122;Sophie's Revenge     
126123;Keen Enrich     
126124;Nordli Vinni     
126125;Airforce     
126126;Memory Cub     
126127;Antin Explotion     
126128;Tryggleik     
126129;Misty's Little Star     
126130;Mjølner'n     
126131;Mjølner Pila     
126132;Rajas Victory     
126133;Unique Volcano     
126134;Fronskrema     
126135;Big Money     
126136;Garli Rigel     
126137;Gilmas Hansine     
126138;Mccormick     
126139;Flower's Cannonball     
126140;Vision Key     
126141;Gam Garbo     
126142;Stella On The Hill     
126143;Vilana     
126144;Fraun Vilja     
126145;Running Pride     
126146;Athena Kos     
126147;Elisa News     
126148;Mont Mirell     
126149;Mr. Rock     
126150;Shakira La Septieme     
126151;Super Winnie     
126152;Eldpia     
126153;Sassy Samie Jo 
126154;Dreaming 
126155;Italian Dream 
126156;Giamin 
126157;Keep the Faith 
126158;Happy Tibur     
126159;Odin Rex     
126160;Roterna     
126161;Prosperity     
126162;Reit Pia     
126163;Trollmin Stjernen     
126164;Kjenner Tor     
126165;Duklet Rosita     
126166;Sør Odin     
126167;Lene Stjerna     
126168;Gann Rigel     
126169;Gann Winner     
126170;Solli Vinna     
126171;Donnmimmi     
126172;Barcelona Blom     
126173;Heidi Frøya     
126174;Lucky Diva     
126175;Lucky Kid     
126176;Frostestad Blesen     
126177;Wictor Velin     
126178;Ramona's Winner     
126179;Flammen Stilig     
126180;Schumi Perla     
126181;Felix Palema T.     
126182;Janielda     
126183;Løkke Faks     
126184;Udøpt     
126185;Loveshine     
126186;Moa Marib 
126187;Auteur Classique 
126188;Dingy 
126189;L'antares 
126190;In Extenso     
126191;Tele Best     
126192;Skaffer Tinka     
126193;Holen Vilje     
126194;Udøpt     
126195;Møjmix     
126196;Spike Jones     
126197;Diego L.     
126198;Recyle     
126199;Nightwish     
126200;Victory Hall     
126201;Albano Bon Bon     
126202;Kremlinn     
126203;Bokli Pia     
126204;Nikki Star     
126205;Skøye Jerk     
126206;Smooth Criminal     
126207;Lontå     
126208;Skarpeld     
126209;Kendrick Chip     
126210;Blue Rizie     
126211;Troll Turbo     
126212;Sago     
126213;Kimmeline     
126214;Weidgeselle 
126215;Claim To Fame 
126216;Kos Stjernen     
126217;Dell Charm S.R.     
126218;Alsaker Pila     
126219;Windy Way     
126220;Poisson D'avril     
126221;Deelita Image     
126222;Os Sokken     
126223;Viljar Viking     
126224;Miss Glory Dillon     
126225;M.M. Melissa     
126226;Fruttis Jo     
126227;Jesper Mollyn     
126228;Sodina     
126229;Mezzo Best     
126230;Sir Ruben R.     
126231;Frk. Daniella     
126232;Speedy Tuli     
126233;Ambra Helina H.     
126234;Master Of The Wind     
126235;Løten Siri     
126236;Rainbow Valley N.     
126237;Påls Nina     
126238;Tyrson     
126239;Frønes Arne     
126240;Admiral Frønes     
126241;Adorable     
126242;Super Charming     
126243;Pål Støvern     
126244;Otter Livia     
126245;Granli Nicolai     
126246;Hede Mai     
126247;Lucky Sea     
126248;Pilsønn     
126249;Molanda     
126250;Magedutti     
126251;Evavill     
126252;Sølja     
126253;Vigør     
126254;Skogli Stråla     
126255;Briljana 
126256;Roni Best 
126257;Kviknar Guten     
126258;Chanita Ås     
126259;Moneyoutthewindow     
126260;Janne Faks     
126261;Pay Me Back     
126262;Torpa Fin     
126263;Chatter     
126264;Tennessee Park     
126265;Moe Granar     
126266;Moe Gjerd     
126267;May Måne     
126268;Yankee Frazer     
126269;Zinfandel     
126270;Lex Maijon     
126271;Granegutten     
126272;Udøpt     
126273;Rinde Balder     
126274;Sørsvesprinten     
126275;Akers Maya     
126276;Skøien Pjokken     
126277;Cobra Ås     
126278;Ejmi 
126279;Golden Flamingo 
126280;Beth Mollyn     
126281;Ness Tjo Ask     
126282;Kløstre Barri 
126283;Cello 
126284;Polar Crystal     
126285;Be Girl     
126286;Rands Silja     
126287;Shake Your Hips     
126288;Fiveelevennews     
126289;Romfo Donna     
126290;Tjurajenta     
126291;Trønder Krem     
126292;Exclusive Question     
126293;Creek's Tomboy     
126294;Love Is Around     
126295;Armbro Regina 
126296;Tenderness     
126297;Insolvent Gent     
126298;Almawyn 
126299;Alice Jane 
126300;Lady Janice 
126301;Global Fund 
126302;Ivo Streamline 
126303;Colonel Topspin 
126304;Candy Crown 
126305;Gyllstjern     
126306;G.I. Joe     
126307;Fred Spirit     
126308;Stjerne Faks     
126309;Silver Fox     
126310;Blue Story     
126311;Big Ceasar     
126312;Ontario     
126313;Espe Birk     
126314;Espe Trym     
126315;Vie Edel     
126316;Plenkrutt     
126317;Paprika     
126318;Brenne Alma     
126319;Brenne Junior     
126320;Spang Sjur     
126321;Hot Tibur     
126322;Kolberg Stjerna     
126323;Rødberg Prinsen     
126324;Søyset Kaos     
126325;Funny Boy     
126326;Zhong Qi     
126327;Saturnus Brodde 
126328;Gosen Tass     
126329;Hjelset Stjerna     
126330;Jette Ronja     
126331;Chaka Khan     
126332;Landers Tara     
126333;Landers Trolla     
126334;Dag Vilja     
126335;Riverside Rambo     
126336;Skive     
126337;Lucky Lu     
126338;Tørstadfrøkna     
126339;Valle Oliv     
126340;Valle Edvin     
126341;Destiny O.     
126342;Nissemann     
126343;D'or D'aunou     
126344;Rådim Maud     
126345;Asla Elda     
126346;Sætherbruna     
126347;Armbro Maine 
126348;Baby Car 
126349;Luce Tempest 
126350;Jobie Tempest 
126351;Trø Spika     
126352;Jorik Borken     
126353;Fodnes Bausen     
126354;Chakra Ås     
126355;Pippi's Tibur     
126356;Vesle Helda     
126357;Myrprins     
126358;Red Plush     
126359;Huldre Jenny     
126360;Huldre Signe     
126361;Håkon Jo     
126362;Hiline Komet 
126363;Odintroll     
126364;Øiens Mai     
126365;Zakynthos     
126366;Udøpt     
126367;Divine L.     
126368;Gjønni Perla     
126369;Sense Of Beauty     
126370;Tsambika     
126371;Tangerud Stjerna     
126372;Stuve Stjerna     
126373;Best Jo     
126374;Breilia Stina     
126375;Voje Nido     
126376;Voje Faks     
126377;Frida Krystall     
126378;White Star Princess     
126379;Skjeppe Kåre     
126380;Frk. Perny     
126381;Gillmann     
126382;Greis Vinn     
126383;Lucas B. Mackenzie     
126384;Frigg To     
126385;Udøpt     
126386;Dag     
126387;Edel Terna     
126388;Chan News     
126389;Racing Goal     
126390;Cindy Lill R.L.N.     
126391;Flygeld     
126392;Ellestad Vinna     
126393;Krokeborg Gutten     
126394;Løngmons     
126395;Midnight Mackerel     
126396;Vinning Lill     
126397;Keaman Plane     
126398;Todden     
126399;Brenna Eldi     
126400;Run Jo     
126401;Roxy Girl M.L.     
126402;Ølve     
126403;Sanivara     
126404;Dal Lisa     
126405;Kristoffer Pedro     
126406;Red Oil     
126407;Querida Vi 
126408;Jinada 
126409;Rue De Paris 
126410;Beauvallon 
126411;Lola De Bellouet 
126412;Hera De Bellouet 
126413;Kjelltun Frøkna     
126414;Jabel 
126415;Gadames 
126416;Victoria Queen 
126417;Garde Moi 
126418;Sa Reine 
126419;Gossamer Hanover 
126420;Monila Ribb 
126421;Klostre Barri 
126422;Marimba 
126423;Golden Sundown 
126424;Bergknallen 
126425;Super Sunny     
126426;Kos Vesla     
126427;A.C.'s Topaz 
126428;Gazette Håleryd 
126429;Gazza Degato 
126430;Pallina 
126431;Ollina Hill 
126432;Lady Kignæs 
126433;Mutiger 
126434;Debbie 
126435;Nanu 
126436;Country Ride     
126437;Tullmi     
126438;Ådnes Mai     
126439;Torpa Fia     
126440;Torpa Fly     
126441;Jo Frøkna     
126442;Walk On Fire     
126443;Galaxe     
126444;Volcano Trotter     
126445;Una     
126446;Røken Svarta     
126447;Man Ray     
126448;Ulvhedner     
126449;Mamma     
126450;Brødsjø Stjerna     
126451;Bror Odin     
126452;Hilton Vinter     
126453;Siljetina     
126454;Mr. Ferrari     
126455;Vindir     
126456;Lucille     
126457;Sheila Kosmos C.     
126458;Boggy Starlight     
126459;My Presidents Lady     
126460;Haga Braute     
126461;Platon     
126462;Ravn Maja     
126463;Mamaia News     
126464;Lannem Sindre     
126465;Agenten     
126466;Sør Krem     
126467;Banker Stjerna     
126468;Valley Curtis     
126469;Pantera     
126470;Volden Knekten     
126471;Prospect     
126472;Poindexter     
126473;Løten Bjørn     
126474;Ideal Netted     
126475;Fin Bestjo     
126476;Bjugsand Prinsen     
126477;Røynskrem     
126478;Fin Fyr     
126479;Øybukvik     
126480;Ellys Pride     
126481;Liborgs Pelita     
126482;Jærvsø Frøya     
126483;Thai Gardens Dream     
126484;Thai Tanium     
126485;Thai Seaman     
126486;Thai Black Wonder     
126487;Holt Svarta     
126488;Stumne Blid     
126489;Stumne Jao     
126490;Waterhead Girl     
126491;Funky Lady     
126492;Flying Canon     
126493;Nystedbrona     
126494;Key To Heart     
126495;Key To Come     
126496;B. Fair     
126497;Vilo     
126498;Selda     
126499;Nøstebrit     
126500;Dellmondo     
126501;Hot Rocky     
126502;Frekken     
126503;Frekka     
126504;Vestpol Faxen     
126505;Quiz     
126506;Cherie's Tricky     
126507;Alm Tana     
126508;Spang Møy     
126509;Piece Of Polaris     
126510;Vårbergblesa     
126511;Lavinta     
126512;Toya Star M.     
126513;Beauty's Lord M.     
126514;Dalidol     
126515;Elegant Image     
126516;Illprins     
126517;Aaby Skøyer'n     
126518;Willkongen     
126519;Ra Sokken     
126520;My Windflower     
126521;Engas Mai     
126522;Engas Tingeling     
126523;Bjerka Maia     
126524;Udøpt     
126525;Rosamina     
126526;Ina Bowl     
126527;Sky Blue G.G.     
126528;Romhus Per     
126529;Arararavara     
126530;Runa Mi     
126531;Thai Sunshine     
126532;Perle Lill     
126533;Grace Volcano     
126534;Easy Blondie     
126535;Walkabout     
126536;Ringbergbraut     
126537;Spellman     
126538;Baldrus     
126539;Redhot Volo     
126540;Captain Rock     
126541;Turbo Pedro     
126542;Dust Princess     
126543;Romhus Titania     
126544;Rigel Lina     
126545;Nice Molded     
126546;Kjølstad Maud     
126547;Granslilla     
126548;Beauty's Tatjana     
126549;Chess Lady     
126550;Lapplalla     
126551;Spurt Kvikken     
126552;Pine Pack     
126553;Tøv Sjura     
126554;O.K. Texas T.     
126555;Nice Gesture     
126556;Tamina Star     
126557;Sviund Stjerna     
126558;Ewys Baron     
126559;Tsarkos     
126560;Hornmo Vilja     
126561;Borg Svarta     
126562;Wessel Svarten     
126563;Steinholspila     
126564;Laddieson     
126565;Vesle Sivert     
126566;Kremix     
126567;Horgen Sisu     
126568;Horgen Karo     
126569;Horgen Elin     
126570;Horgen Mon     
126571;Hovsrigel     
126572;Jan Odin     
126573;Huttimatule     
126574;Tveiter Vilja     
126575;Harviken Lukas     
126576;Ravn Terna     
126577;Captain Plush     
126578;Lucky Lubeck     
126579;Storeng Maia     
126580;Sarpsfoss     
126581;Expensive Fantasy     
126582;Tiril Kos     
126583;Jerk Kos     
126584;Einstein Troll     
126585;Kilemin     
126586;Ulgnisten     
126587;Haug Viking     
126588;K.L.M. Sissy Victory     
126589;K.L.M. Kilroy     
126590;K.L.M. Helicopter     
126591;Steinesplinten     
126592;Mountain Midnight     
126593;Skogbryn Svarten     
126594;Storm Søstra     
126595;Storm Jenta     
126596;Kvern Foss     
126597;Vilje Friga     
126598;Ryen's Elaine Isabel     
126599;Mio Perla     
126600;Ulsrud Ola     
126601;Go Sally Go     
126602;Svarverud Tuna     
126603;N-03-0375     
126604;Bø Tussa     
126605;Olala     
126606;Spenda M. Aud     
126607;J.R. Sorrento     
126608;Trollflyar     
126609;Shan Tibur     
126610;Joyful     
126611;Perfect Security     
126612;Baro     
126613;Nangijala     
126614;Mollands Prins     
126615;Line Kvikka     
126616;Hot Capital     
126617;Lorblessen     
126618;Natural Exposure     
126619;Tegner Rapptus     
126620;Evelyn     
126621;Striking Houston     
126622;Bjørkly Sjur     
126623;Bellissimo     
126624;Selka     
126625;Tordivel     
126626;Miss Hunter X.     
126627;Quickie Somolli     
126628;Skogens Litalill     
126629;Eldfaksa     
126630;Vinnies Vesla     
126631;Creative Lady     
126632;Hoppsasa     
126633;Decent Dancer     
126634;Egregious     
126635;Egoistic     
126636;Fjelleld     
126637;Cardinal Point 
126638;Dølerud Sol     
126639;Budals Friggen     
126640;Ranlem Tor     
126641;Bello     
126642;Nebbenes Stjerna     
126643;Tangen Scott     
126644;My Wild Irish Rose 
126645;Stjerne Viva     
126646;Bewildered 
126647;Getting Wild 
126648;Love Shampoo 
126649;Pave Diamond 
126650;Somolli's Fashion 
126651;Jeff 
126652;Faldor     
126653;Thuli Sol     
126654;Aremani     
126655;Pajahn     
126656;Avers     
126657;Ivers     
126658;Moe Loke     
126659;Insanity Bulwark     
126660;Gullungen     
126661;Risdøla     
126662;Kalle Amandus     
126663;Mamaja Crown     
126664;Ara Faks     
126665;Dreamteam     
126666;Blystad Stjerna     
126667;Running Same     
126668;Fyken Beate     
126669;Lamitech Viktoria     
126670;As Usual     
126671;Adrenalin     
126672;Spang Jo Jo     
126673;Udøpt     
126674;Stjernebalder     
126675;Brautejenta     
126676;Silkefaks     
126677;Noss Moskito     
126678;Kristiane K.     
126679;Hazy Wyoming     
126680;Viola Alpina     
126681;Borg Trolla     
126682;Klint Mai     
126683;Haralds Linnea     
126684;Lykke Thoto     
126685;Felicia Richcrop     
126686;Bjørnemyr Blesa     
126687;Nøsster Lill     
126688;Touch Me Felicia     
126689;Lomebrun     
126690;Lomeblesen     
126691;Dag Påla     
126692;Kling Jens     
126693;Sara Joiner     
126694;Bjørkenanna     
126695;Kringelandsbestå     
126696;Kringelandstjerna     
126697;Champion Avenue     
126698;Vågå Blesa     
126699;Kenrick Day     
126700;Dreamcatcher     
126701;Global Dream 
126702;Rigolina 
126703;Nina Nikita 
126704;Månvira 
126705;Aquamarine 
126706;Ocean Princess 
126707;Oceanic Hanover 
126708;Blooming Colors 
126709;Hawaiian Paka 
126710;Skrutt Jæntan 
126711;Kramer Hush 
126712;Elegance Lavec 
126713;Inferno Lavec 
126714;Tyler Hornline 
126715;Kasies Crown 
126716;Madeira 
126717;Zober     
126718;Tanja Axworthy 
126719;Varana D. 
126720;Emily Buttler 
126721;Quito Buttler 
126722;Armbro Devona 
126723;Prig Di Jesolo 
126724;Axis di Jesolo 
126725;Scarlet Sensation     
126726;Danceaway O.     
126727;Del Pier O.     
126728;Udøpt     
126729;Dominic L.     
126730;Rakspent     
126731;Dancing Flame     
126732;Evensmarie     
126733;Spikstjernen     
126734;Kjellsin     
126735;Brandval Jo     
126736;Toxithrust     
126737;Orseth Tora     
126738;Hurdalsgutten     
126739;Aluette     
126740;Kos Tuva     
126741;Minno     
126742;Bouncing Back 
126743;Notting Hill 
126744;Glorious 
126745;Sagodin     
126746;Arc'ana     
126747;Boggy Angelica     
126748;Daltex     
126749;Udøpt     
126750;Beauty Hunter     
126751;Beak's Angelica     
126752;Rigel Svarten     
126753;Tori Elden     
126754;Fakse Lill     
126755;Magnate Plane     
126756;Frisken     
126757;Skei Sembra     
126758;Skei Sara     
126759;Cash Is King     
126760;Kit Silje     
126761;Salsnes Ravna     
126762;Serena News     
126763;Basil     
126764;Dalemon     
126765;Cherokee Moon     
126766;Elvis Man     
126767;Bonita     
126768;Stortrø Spretten     
126769;Ideelle Boti     
126770;Bakkeli Balder     
126771;Åspe Mia     
126772;Åspe Kari     
126773;Street Fighter     
126774;Gabriella 
126775;Bjørn Udsen 
126776;Aha 
126777;Gigolo 
126778;Special Tempo 
126779;Galant Tempo 
126780;Ma Chere Gazeau 
126781;Fly By Night 
126782;Super Lit 
126783;Frk Brahe 
126784;King Of Earth 
126785;Lina Toy 
126786;Hagenbush 
126787;Herta Holmager 
126788;High Dollar Lady 
126789;Spartacus Hornline 
126790;Katja Streamline 
126791;Spixi 
126792;Ghost 
126793;Star De Retz 
126794;Shopping In Paris 
126795;Smell The Garlic 
126796;Richepanse 
126797;Blue Blossom 
126798;Pactole de Tillard 
126799;Blue Bikini 
126800;Folgefonn Svarten     
126801;Mirimara     
126802;Baluba Khan     
126803;Rigel Viktor     
126804;Rappeldi     
126805;Gull Elden     
126806;Looking Flowerchild     
126807;Åvik Prinsessa     
126808;Creek's Wallie     
126809;Creek's Pippi     
126810;Lygne Pål     
126811;Speedy Diamond     
126812;Spang Jo Best     
126813;Cayman     
126814;Lobella's Sunset     
126815;Running Vision     
126816;Silje Mai     
126817;Glafaksa     
126818;Soløy Litja     
126819;Stjerne Spent     
126820;Meadows Kruzer     
126821;Enger Jubel     
126822;Madison Girl     
126823;Viva Yankee     
126824;Searay     
126825;Asor Jo     
126826;Government     
126827;Brun Jo     
126828;Gasman     
126829;Askepott     
126830;Regina Hall     
126831;Bakkmo Tulla     
126832;Bakkmo Sokka     
126833;Trøa Lill     
126834;Sunday Morning     
126835;Kendrick Augustinu     
126836;Suva     
126837;Amandus     
126838;Kristina Blesa     
126839;Troll Gaya     
126840;Dag Svarten     
126841;Våler Frøkna     
126842;Landås Elden     
126843;Lucky Dream     
126844;Høymyr Gutten     
126845;Noira     
126846;Mr. Cherry Man     
126847;Convince Me     
126848;Sluttstrek     
126849;Vårvinn     
126850;Udøpt     
126851;Carina     
126852;Landås Kongen     
126853;Tekno Tora     
126854;Tekno Elden     
126855;Bjerkely Jo     
126856;Jotun Sjur     
126857;Kal Aron     
126858;Cheyenne Star     
126859;Runar     
126860;Helgi     
126861;Gygrid     
126862;Millmove     
126863;Hillary News     
126864;Khamal     
126865;Hokseng Seira     
126866;Trons Elden     
126867;Bobby Brown     
126868;Sprintern     
126869;Sissel Flukt 
126870;Lill Adolf 
126871;Saltarello S.I.R. 
126872;Soldizait 
126873;Ride Noss 
126874;On The Road Hoss 
126875;T.J. Martini     
126876;El Grande     
126877;Spirit Sund 
126878;Mandy Blue     
126879;Mighty Power     
126880;Udøpt     
126881;Belinda Will 
126882;Elaine Will 
126883;Evelina Will 
126884;Catch As Catch Can 
126885;Catchpenny 
126886;Tinna Pia     
126887;Udøpt     
