20;3;13;66;30078601
36;2;12;64;30058748
17;5;24;41;30085916
26;21;38;38;30080802
32;9;41;25;30094302
13;0;29;39;30088180
0;6;26;55;30083246
16;0;19;55;30089354
20;29;41;20;30093980
6;14;42;51;30079750
11;25;42;27;30088588
51;7;26;57;30077608
14;31;56;35;30082953
2;11;38;56;30035317
24;13;45;42;30079278
33;8;25;15;30088422
27;0;14;11;30089543
33;40;60;6;30095810
17;0;38;12;30097060
30;0;15;23;30054338
65;0;12;20;30082819
25;20;60;8;30088373
29;0;27;14;30094486
18;0;50;11;30092742
18;14;43;11;30083924
0;25;75;4;30098310
38;0;22;13;30088602
46;0;0;13;30099665
24;0;0;21;30088714
28;0;12;29;30072063
19;0;16;21;30071517
57;9;18;14;30092448
40;100;100;5;30095155
29;0;0;21;30087900
56;0;25;9;30092495
29;0;3;34;30079024
56;35;47;18;30077927
0;0;0;0;30104874
16;5;21;44;30100024
31;4;14;52;30092052
31;38;46;13;30095927
34;7;41;29;30099990
20;9;20;35;30100858
14;7;36;58;30044523
44;0;14;9;30112066
0;0;0;0;30115457
0;0;0;0;30053461
45;0;0;11;30078810
4;4;23;50;30077877
5;3;23;37;30052279
53;7;22;49;30080693
13;4;18;53;30083004
17;5;24;41;30085916
32;4;39;31;30083886
23;7;22;30;30082026
59;7;7;17;30082100
12;0;23;16;30093472
29;0;3;34;30079024
39;0;6;18;30078820
0;0;50;11;30087979
23;0;25;13;30093061
5;0;3;37;30052288
50;14;29;10;30093385
33;25;38;12;30093409
59;0;5;22;30083375
40;0;8;15;30093878
72;5;14;25;30052829
61;0;24;23;132006
37;6;28;19;30083489
86;10;14;22;30077789
19;12;47;21;30082824
42;3;3;36;30082818
27;0;33;15;30082168
18;0;50;11;30092742
61;0;22;31;30089537
45;0;33;11;30093125
51;7;26;57;30077608
6;14;42;51;30079750
8;26;50;37;30037292
61;11;24;59;30021875
25;0;16;53;30082641
17;6;29;70;30040382
28;11;19;61;30072062
54;18;42;41;30088005
18;1;25;82;30070563
28;7;24;58;30041356
41;4;20;58;30039321
2;11;38;56;30035317
14;24;45;36;30083158
20;4;21;80;30076408
21;0;21;80;30067224
35;15;35;43;30083994
14;22;37;28;30087807
30;14;32;40;30089251
15;7;19;95;30069557
35;8;28;81;30039668
7;3;19;73;30077641
60;0;0;5;30092777
73;10;20;11;30095435
13;23;36;23;30095556
12;6;18;17;30036231
50;0;25;4;30114962
0;0;0;24;30106080
36;15;33;39;30095233
4;24;48;26;30094072
4;9;26;23;30111317
38;60;80;13;30088252
100;0;0;1;30092179
15;6;23;55;120370
29;4;15;59;127351
29;2;26;105;123833
