0;0;0;30097581
58;0;12;30092675
29;0;0;30089341
33;0;0;30098738
65;0;0;30082846
20;0;14;30092197
76;0;8;30082819
100;0;0;30093946
14;10;40;30028115
4;7;26;30009727
52;11;26;30083620
6;16;40;30069799
68;7;27;30070381
38;30;80;30093210
27;0;50;30092691
0;12;38;30082784
0;0;0;30094037
50;22;56;30093635
0;10;60;30081936
40;75;100;30080990
20;0;13;30085269
11;7;20;30082625
18;6;42;30082179
50;9;24;30089450
45;20;45;30088733
0;36;73;30039092
13;4;33;30085705
26;5;45;30086135
34;2;10;30084039
29;3;17;30077232
20;9;29;30083580
34;3;21;30068887
20;0;24;30078853
20;25;25;30085196
38;33;50;30083323
19;11;33;30089567
22;0;15;30037868
30;6;38;30082555
33;0;32;30082872
22;14;21;30089604
12;0;21;30082762
16;2;5;30077325
26;13;39;30088681
7;0;0;30082769
15;6;14;30083066
21;9;31;30069405
14;13;33;30083359
8;28;53;30082685
8;35;61;30089786
2;10;50;30039672
23;5;28;30067498
26;10;35;30052764
2;15;40;30077726
32;11;37;30037021
14;30;59;30082778
19;5;31;30083230
52;17;28;30076357
30;12;53;30089136
13;18;50;30066238
22;22;47;30077373
17;2;27;30064866
26;20;44;30083646
21;17;43;30077217
30;1;20;30067604
17;8;46;30082990
3;7;48;30066450
40;21;29;30054441
17;19;42;30077141
35;11;40;30066388
23;22;54;30077593
22;30;65;30089742
14;15;42;30078963
42;0;25;30088602
25;0;0;30092544
12;0;0;30064260
38;0;40;30094140
35;0;12;30088091
20;11;11;30092385
0;0;33;30089190
8;0;0;30088320
0;0;0;30089405
50;0;0;30106098
29;32;48;30093891
0;5;42;30079307
3;27;70;30076773
50;0;0;30100936
8;23;48;30092191
100;0;0;30114224
56;11;22;30112710
67;0;22;30100656
9;10;21;30088973
30;32;59;30093325
10;21;51;30088748
75;0;12;30108275
55;11;33;30089345
8;8;33;30104710
37;7;24;30099425
47;41;59;30109698
29;40;60;30104252
13;3;25;30087684
14;0;14;30107343
25;10;40;30064079
22;0;0;30101135
0;0;100;30113452
0;0;0;30115763
23;0;15;30107642
