47;3;30;30055001
27;2;14;30014061
15;3;23;30082882
63;12;26;30069488
30;1;19;30067604
19;5;19;30067214
52;16;29;30076357
41;5;15;30055238
17;8;46;30082990
8;0;9;30092565
19;0;16;30071517
9;0;30;30077226
47;14;21;30092927
12;0;17;30078914
7;0;4;30068820
21;0;38;30089249
38;20;40;30099202
50;20;40;30093385
28;7;13;30083355
30;28;48;30085374
17;8;15;30088591
10;8;38;30091050
11;19;44;30093873
12;17;47;30088753
29;4;35;30068130
7;15;48;30082330
25;11;38;30082665
30;12;41;30083102
21;29;62;30089742
25;25;47;30077404
16;18;45;30083853
50;20;41;30072819
35;6;32;30069051
37;2;30;30090113
5;6;18;30093712
36;0;8;30084630
27;30;60;30088860
12;0;20;30090928
46;17;17;30093791
7;0;18;30083964
12;0;21;30082762
16;0;50;30089223
12;10;19;30087566
16;0;19;30089354
50;0;7;30093202
17;18;45;30092619
62;13;33;30093370
14;0;17;30092667
65;0;14;30094380
25;18;36;30093273
30;0;12;30092555
79;5;5;30093040
33;0;14;30092915
17;0;27;30092972
55;16;42;30093709
40;67;100;30095269
33;19;33;30093256
9;62;75;30095161
40;0;50;30100693
33;0;50;30092449
33;33;33;30098295
25;0;0;30089332
0;0;50;30092560
38;0;0;30089535
71;0;0;30083894
56;0;0;30092450
75;0;0;30095898
70;0;17;30088316
25;0;0;30098415
20;0;11;30082855
47;0;7;30077966
30;0;0;30077824
45;22;33;30082940
47;0;12;30079728
0;0;80;30092480
19;0;21;30085469
68;0;0;30093401
8;0;0;30088320
67;0;0;30097737
33;0;0;30098469
0;0;0;30095682
50;9;36;30093928
0;100;100;30098558
50;0;0;30097843
33;0;0;30093404
39;43;48;30078819
69;12;38;30082626
75;14;21;30077067
0;0;100;30090531
0;0;0;30106080
23;0;15;30107642
19;0;17;30101959
27;13;33;30107386
0;33;67;30114697
5;11;32;30111317
47;16;50;30085380
19;0;31;30101722
23;0;8;30094780
100;0;0;30093205
29;4;17;30034258
8;16;47;30076670
50;0;0;30092777
33;0;0;30093462
74;17;28;127084
35;0;15;30095701
33;0;40;30093763
50;11;22;30092448
25;23;31;30085427
15;0;50;30095680
21;15;31;30095585
0;18;36;30092659
0;8;25;30094078
0;17;25;30088670
17;33;33;30088971
0;0;0;30084237
50;0;13;30078106
40;50;50;30092706
47;0;12;30079728
20;0;14;30092197
67;0;0;30087898
76;0;0;30079350
20;0;50;30092324
17;33;67;30088373
73;0;29;30088644
33;11;50;30082337
61;12;23;30021875
47;1;13;30076895
36;5;20;30079420
5;15;45;30083532
41;5;15;30055238
6;6;31;30054999
34;15;45;30069402
37;8;28;30039338
76;20;30;30069065
59;0;14;30078193
53;36;64;30076750
67;20;40;30088095
33;8;26;30082998
33;19;33;30093256
50;20;47;30088369
49;3;10;30067550
46;11;22;30093209
58;6;31;30092467
77;9;35;30077216
28;36;55;30089118
16;11;34;30082996
16;18;45;30083853
