Lop;Startnr;StartMetode;Distanse;Heste_navn;Bane;Dato;Id_nr;FormfaktorTotal
5;4;Autostart;2100;Lucius;  Jarlsberg Travbane ;2020-03-12;30094601;82
1;8;Volestart;2160;Lucius;  Sørlandets Travpark ;2020-04-25;30094601;NULL
4;2;Autostart;1609;L.J.'s Sonador;  Jarlsberg Travbane ;2020-01-11;30094620;287
1;6;Autostart;2100;L.J.'s Sonador;  Jarlsberg Travbane ;2020-04-21;30094620;158
1;9;Autostart;2100;Dupont;  Bergen Travpark ;2020-01-23;30094622;93
6;1;Autostart;1600;Dupont;  Bergen Travpark ;2020-02-13;30094622;233
6;1;Autostart;1600;Dupont;  Bergen Travpark ;2020-02-13;30094622;233
7;8;Autostart;1600;Dupont;  Bergen Travpark ;2020-03-05;30094622;135
3;3;Volestart;1600;Dupont;  Bergen Travpark ;2020-04-27;30094622;127
5;2;Autostart;2100;Dupont;  Bergen Travpark ;2020-05-03;30094622;137
2;4;Autostart;2100;Sandra's Boy Resa;  Jarlsberg Travbane ;2020-01-24;30094660;-6
5;10;Autostart;2140;Folsom Line;  Leangen Travbane ;2020-02-17;30094690;318
1;6;Autostart;2140;Folsom Line;  Leangen Travbane ;2020-03-02;30094690;334
6;2;Autostart;2140;Folsom Line;  Leangen Travbane ;2020-04-22;30094690;267
1;8;Autostart;2640;Folsom Line;  Leangen Travbane ;2020-05-04;30094690;367
5;1;Autostart;2100;Hellbillibull;  Biri Travbane ;2020-02-28;30094730;88
3;10;Autostart;2100;Hellbillibull;  Jarlsberg Travbane ;2020-03-06;30094730;78
3;8;Autostart;2140;Kemp Classic;  Leangen Travbane ;2020-04-22;30094731;74
6;7;Autostart;2100;Amarone Classic;  Bjerke Travbane ;2020-01-08;30094732;195
3;3;Autostart;2100;Amarone Classic;  Bjerke Travbane ;2020-01-23;30094732;306
1;7;Autostart;1609;Amarone Classic;  Biri Travbane ;2020-02-16;30094732;197
4;10;Autostart;1609;Amarone Classic;  Bjerke Travbane ;2020-03-05;30094732;326
6;1;Autostart;2100;Amarone Classic;  Jarlsberg Travbane ;2020-04-26;30094732;222
1;5;Volestart;2660;Amarone Classic;  Sørlandets Travpark ;2020-05-09;30094732;317
8;1;Autostart;1609;Laylock Classic;  Jarlsberg Travbane ;2020-01-11;30094734;452
6;10;Autostart;2100;Laylock Classic;  Bjerke Travbane ;2020-01-18;30094734;453
6;10;Autostart;2100;Laylock Classic;  Bjerke Travbane ;2020-01-18;30094734;453
4;6;Autostart;2140;Laylock Classic;  Sørlandets Travpark ;2020-05-09;30094734;312
8;3;Autostart;1609;Orlando Classic;  Jarlsberg Travbane ;2020-01-11;30094735;317
4;9;Autostart;1700;Classic Thompson;  Klosterskogen Travbane ;2020-01-04;30094849;73
4;8;Autostart;2100;Classic Thompson;  Klosterskogen Travbane ;2020-01-12;30094849;160
4;4;Autostart;2040;Sea The Stars;  Forus Travbane ;2020-01-05;30094855;186
1;2;Volestart;2550;Sea The Stars;  Forus Travbane ;2020-01-21;30094855;208
2;7;Volestart;2060;Sea The Stars;  Forus Travbane ;2020-02-08;30094855;185
1;9;Autostart;2040;Sea The Stars;  Forus Travbane ;2020-04-23;30094855;65
4;6;Autostart;1609;Kamperhaugs Dina;  Bjerke Travbane ;2020-03-04;30094867;206
6;3;Autostart;2100;Kamperhaugs Dina;  Jarlsberg Travbane ;2020-04-21;30094867;257
4;4;Autostart;2100;Kamperhaugs Dina;  Biri Travbane ;2020-05-02;30094867;311
4;11;Autostart;1600;Tyson Hastrup;  Bergen Travpark ;2020-02-13;30094895;183
4;11;Autostart;1600;Tyson Hastrup;  Bergen Travpark ;2020-02-13;30094895;183
7;7;Autostart;1600;Unik Gardenia;  Bergen Travpark ;2020-03-05;30094896;235
7;7;Autostart;1600;Unik Gardenia;  Bergen Travpark ;2020-03-05;30094896;235
7;7;Autostart;1600;Unik Gardenia;  Bergen Travpark ;2020-03-05;30094896;235
1;3;Autostart;2140;Elitloppa;  Momarken Travbane ;2020-04-28;30094904;24
8;5;Volestart;2160;Headofrace;  Leangen Travbane ;2020-01-13;30094905;30
9;11;Volestart;2160;Headofrace;  Leangen Travbane ;2020-02-10;30094905;50
7;3;Autostart;2140;Headofrace;  Leangen Travbane ;2020-02-24;30094905;60
2;5;Autostart;2140;Headofrace;  Leangen Travbane ;2020-03-09;30094905;170
5;12;Autostart;2100;Revenue Endurance;  Jarlsberg Travbane ;2020-02-14;30094906;-226
6;12;Autostart;2140;Revenue Endurance;  Sørlandets Travpark ;2020-03-01;30094906;-137
3;7;Autostart;2100;Revenue Endurance;  Jarlsberg Travbane ;2020-03-12;30094906;-139
7;4;Autostart;1609;Alo Girl;  Bjerke Travbane ;2020-03-05;30094912;-10
7;10;Autostart;2550;Blues Photo;  Forus Travbane ;2020-02-08;30095011;250
1;7;Autostart;2040;Blues Photo;  Forus Travbane ;2020-02-25;30095011;369
1;5;Volestart;2570;Blues Photo;  Forus Travbane ;2020-04-30;30095011;292
3;7;Volestart;2120;Party Løve;  Jarlsberg Travbane ;2020-01-24;30095049;-55
6;8;Autostart;2100;Party Løve;  Bjerke Travbane ;2020-02-06;30095049;47
3;10;Volestart;2160;Party Løve;  Bjerke Travbane ;2020-02-12;30095049;32
8;10;Volestart;2140;Party Løve;  Jarlsberg Travbane ;2020-03-06;30095049;-62
4;2;Autostart;2040;Carla Halbak;  Forus Travbane ;2020-01-28;30095051;-57
2;6;Volestart;2080;Carla Halbak;  Forus Travbane ;2020-05-10;30095051;-67
8;9;Autostart;1609;Magic Tile;  Jarlsberg Travbane ;2020-01-11;30095053;115
6;9;Autostart;1609;Magic Tile;  Jarlsberg Travbane ;2020-02-14;30095053;105
4;7;Autostart;1609;Magic Tile;  Bjerke Travbane ;2020-03-04;30095053;205
1;1;Volestart;2100;Magic Tile;  Biri Travbane ;2020-04-24;30095053;105
8;2;Autostart;2100;Miracle Tile;  Jarlsberg Travbane ;2020-02-29;30095056;177
7;2;Autostart;1609;Miracle Tile;  Jarlsberg Travbane ;2020-03-12;30095056;288
5;11;Autostart;1640;Miracle Tile;  Momarken Travbane ;2020-04-28;30095056;NULL
3;8;Volestart;2160;Miracle Tile;  Sørlandets Travpark ;2020-05-09;30095056;288
2;10;Autostart;2140;Baltic On Line;  Leangen Travbane ;2020-01-06;30095074;30
3;4;Autostart;1640;Baltic On Line;  Leangen Travbane ;2020-02-10;30095074;26
2;8;Autostart;2140;Baltic On Line;  Leangen Travbane ;2020-02-24;30095074;115
3;6;Autostart;2140;Baltic On Line;  Leangen Travbane ;2020-04-22;30095074;14
7;7;Volestart;2100;Vetle Ulv;  Jarlsberg Travbane ;2020-02-14;30095132;-9
1;7;Volestart;2100;Vetle Ulv;  Jarlsberg Travbane ;2020-04-29;30095132;-10
2;8;Volestart;2100;Vetle Ulv;  Biri Travbane ;2020-05-08;30095132;80
1;11;Autostart;2100;Le Rapide;  Jarlsberg Travbane ;2020-04-21;30095155;180
7;4;Autostart;2600;Le Rapide;  Biri Travbane ;2020-05-02;30095155;267
6;7;Autostart;2100;A Safe Glory;  Jarlsberg Travbane ;2020-01-16;30095173;-46
7;1;Autostart;2100;A Safe Glory;  Bjerke Travbane ;2020-02-06;30095173;85
8;4;Autostart;1609;A Safe Glory;  Biri Travbane ;2020-02-28;30095173;74
6;4;Autostart;2140;Take It Easy;  Leangen Travbane ;2020-01-13;30095242;86
5;5;Autostart;2140;Take It Easy;  Leangen Travbane ;2020-01-25;30095242;166
5;3;Autostart;2140;Take It Easy;  Leangen Travbane ;2020-02-17;30095242;139
1;4;Autostart;2140;Take It Easy;  Leangen Travbane ;2020-02-24;30095242;206
6;2;Autostart;2140;Briansfantasie A.H.;  Momarken Travbane ;2020-02-27;30095243;88
3;7;Autostart;2140;Briansfantasie A.H.;  Momarken Travbane ;2020-03-10;30095243;167
3;7;Autostart;2640;Briansfantasie A.H.;  Momarken Travbane ;2020-05-03;30095243;57
3;11;Autostart;1609;Wanna be a Star;  Bjerke Travbane ;2020-02-06;30095244;8
4;5;Autostart;2140;Pirlo;  Leangen Travbane ;2020-01-25;30095260;86
8;6;Volestart;2160;Pirlo;  Leangen Travbane ;2020-02-17;30095260;144
6;1;Volestart;2140;Pirlo;  Leangen Travbane ;2020-04-26;30095260;44
9;12;Autostart;2100;Grislefaksen G.L.;  Bjerke Travbane ;2020-01-18;30095269;241
9;12;Autostart;2100;Grislefaksen G.L.;  Bjerke Travbane ;2020-01-18;30095269;241
9;9;Autostart;2100;Grislefaksen G.L.;  Bjerke Travbane ;2020-02-22;30095269;119
4;8;Autostart;1609;Pearl Street;  Jarlsberg Travbane ;2020-01-11;30095299;188
6;1;Autostart;2040;Pearl Street;  Forus Travbane ;2020-04-23;30095299;181
4;10;Autostart;2140;Pearl Street;  Sørlandets Travpark ;2020-05-09;30095299;308
8;8;Autostart;1609;Roberto Brazz;  Jarlsberg Travbane ;2020-01-11;30095311;172
6;7;Autostart;2640;Roberto Brazz;  Momarken Travbane ;2020-01-26;30095311;271
8;8;Autostart;2140;Roberto Brazz;  Sørlandets Travpark ;2020-02-15;30095311;200
6;8;Autostart;2100;Roberto Brazz;  Biri Travbane ;2020-02-28;30095311;322
1;3;Volestart;2100;Roberto Brazz;  Biri Travbane ;2020-04-24;30095311;241
4;7;Autostart;2140;Roberto Brazz;  Sørlandets Travpark ;2020-05-09;30095311;354
8;4;Autostart;2100;Radieux;  Bjerke Travbane ;2020-01-18;30095396;259
8;4;Autostart;2100;Radieux;  Bjerke Travbane ;2020-01-18;30095396;259
1;6;Volestart;2120;Radieux;  Bergen Travpark ;2020-02-13;30095396;259
1;6;Volestart;2120;Radieux;  Bergen Travpark ;2020-02-13;30095396;259
8;6;Volestart;2140;Radieux;  Bergen Travpark ;2020-03-05;30095396;288
1;6;Volestart;2120;Radieux;  Biri Travbane ;2020-04-24;30095396;317
6;6;Autostart;2100;Radieux;  Biri Travbane ;2020-05-02;30095396;390
5;8;Autostart;2040;Radieux;  Forus Travbane ;2020-05-10;30095396;381
8;6;Volestart;2140;Radieux;  Bergen Travpark ;2020-03-05;30095396;288
8;6;Volestart;2140;Radieux;  Bergen Travpark ;2020-03-05;30095396;288
8;6;Volestart;2140;Logical Cosmic;  Bergen Travpark ;2020-02-13;30095455;150
8;6;Volestart;2140;Logical Cosmic;  Bergen Travpark ;2020-02-13;30095455;150
3;10;Autostart;1600;Logical Cosmic;  Bergen Travpark ;2020-03-05;30095455;192
5;2;Autostart;2100;Logical Cosmic;  Bergen Travpark ;2020-04-27;30095455;182
3;2;Autostart;2140;Logical Rose;  Leangen Travbane ;2020-04-22;30095456;100
7;14;Volestart;2060;Logical Speed;  Forus Travbane ;2020-01-05;30095458;-3
4;13;Volestart;2160;Logical Speed;  Sørlandets Travpark ;2020-01-19;30095458;96
6;8;Autostart;1600;Sidsel;  Bergen Travpark ;2020-02-13;30095461;186
6;8;Autostart;1600;Sidsel;  Bergen Travpark ;2020-02-13;30095461;186
8;8;Volestart;2140;Murdoch;  Bjerke Travbane ;2020-02-26;30095462;130
2;5;Volestart;2060;Torje;  Forus Travbane ;2020-01-05;30095471;110
6;8;Autostart;2040;Torje;  Forus Travbane ;2020-01-21;30095471;234
3;8;Volestart;2060;Torje;  Forus Travbane ;2020-05-10;30095471;110
3;9;Autostart;1609;O.M. Corpentino;  Bjerke Travbane ;2020-02-06;30095556;115
1;7;Autostart;2100;Veggie Hanover;  Bjerke Travbane ;2020-01-18;30095571;207
1;7;Autostart;2100;Veggie Hanover;  Bjerke Travbane ;2020-01-18;30095571;207
1;6;Autostart;2100;Veggie Hanover;  Bjerke Travbane ;2020-01-23;30095571;207
6;2;Autostart;2100;Veggie Hanover;  Bjerke Travbane ;2020-03-04;30095571;220
3;5;Autostart;2100;Unblemished Record;  Bjerke Travbane ;2020-01-22;30095645;175
2;4;Autostart;2140;Special Edition;  Sørlandets Travpark ;2020-01-19;30095670;-217
5;9;Autostart;2140;Special Edition;  Sørlandets Travpark ;2020-02-15;30095670;-238
1;11;Volestart;2160;Special Edition;  Sørlandets Travpark ;2020-04-25;30095670;-244
9;1;Autostart;2609;Let's Take a Selfie;  Jarlsberg Travbane ;2020-01-11;30095671;286
4;2;Autostart;1640;Let's Take a Selfie;  Momarken Travbane ;2020-02-27;30095671;289
3;12;Autostart;2100;Knight's Seastar;  Biri Travbane ;2020-04-24;30095682;4
1;4;Autostart;2100;Etne Spretten;  Jarlsberg Travbane ;2020-01-11;30095690;220
7;3;Volestart;2160;Etne Spretten;  Sørlandets Travpark ;2020-01-19;30095690;330
3;7;Volestart;2060;Etne Spretten;  Forus Travbane ;2020-02-08;30095690;239
7;8;Volestart;2180;Etne Spretten;  Sørlandets Travpark ;2020-02-15;30095690;320
3;5;Volestart;2180;Etne Spretten;  Sørlandets Travpark ;2020-03-01;30095690;310
3;9;Volestart;2180;Etne Spretten;  Sørlandets Travpark ;2020-05-01;30095690;230
5;9;Autostart;2100;Nota Fool Genius;  Jarlsberg Travbane ;2020-02-14;30095691;186
6;11;Autostart;2100;Nota Fool Genius;  Bjerke Travbane ;2020-02-26;30095691;185
6;11;Autostart;1640;Nota Fool Genius;  Momarken Travbane ;2020-03-10;30095691;183
4;12;Autostart;1609;Norma B.;  Bjerke Travbane ;2020-01-08;30095701;295
3;1;Autostart;1609;Norma B.;  Jarlsberg Travbane ;2020-01-16;30095701;303
3;4;Autostart;2100;Norma B.;  Bjerke Travbane ;2020-01-23;30095701;322
4;9;Volestart;2160;Norma B.;  Bjerke Travbane ;2020-05-06;30095701;191
6;9;Autostart;2100;Cosmic Carpenter;  Klosterskogen Travbane ;2020-01-12;30095706;153
1;2;Autostart;2100;Cosmic Carpenter;  Bjerke Travbane ;2020-01-23;30095706;291
7;10;Autostart;1609;Cosmic Carpenter;  Bjerke Travbane ;2020-02-05;30095706;317
5;1;Autostart;1609;Cosmic Carpenter;  Bjerke Travbane ;2020-02-12;30095706;316
7;6;Autostart;1609;Cosmic Carpenter;  Bjerke Travbane ;2020-02-26;30095706;290
7;1;Autostart;2140;Cosmic Carpenter;  Momarken Travbane ;2020-03-10;30095706;293
2;2;Autostart;2100;Whistleblower;  Jarlsberg Travbane ;2020-01-11;30095723;50
4;4;Autostart;2140;Whistleblower;  Sørlandets Travpark ;2020-04-25;30095723;40
4;2;Volestart;2140;Whistleblower;  Sørlandets Travpark ;2020-05-01;30095723;138
4;4;Autostart;2100;Per B.;  Jarlsberg Travbane ;2020-02-14;30095729;80
5;1;Autostart;2100;Per B.;  Bjerke Travbane ;2020-03-04;30095729;219
4;4;Autostart;2609;Per B.;  Jarlsberg Travbane ;2020-04-26;30095729;130
8;9;Volestart;2080;Smygens Lille Siss;  Forus Travbane ;2020-01-14;30095730;28
3;6;Volestart;2080;Smygens Lille Siss;  Forus Travbane ;2020-01-21;30095730;117
1;11;Volestart;2060;Smygens Lille Siss;  Forus Travbane ;2020-02-08;30095730;102
4;5;Volestart;2040;Smygens Lille Siss;  Forus Travbane ;2020-03-08;30095730;2
1;12;Volestart;2080;Delec Hanover;  Forus Travbane ;2020-01-14;30095772;336
3;8;Autostart;2040;Delec Hanover;  Forus Travbane ;2020-01-28;30095772;336
3;3;Volestart;2160;Delec Hanover;  Sørlandets Travpark ;2020-02-15;30095772;440
6;4;Volestart;2550;Delec Hanover;  Forus Travbane ;2020-04-30;30095772;332
5;5;Autostart;2040;Delec Hanover;  Forus Travbane ;2020-05-10;30095772;427
5;2;Autostart;2100;Daragon;  Jarlsberg Travbane ;2020-01-16;30095774;123
2;1;Autostart;2100;Daragon;  Bjerke Travbane ;2020-02-05;30095774;39
1;2;Autostart;2100;Daragon;  Jarlsberg Travbane ;2020-02-14;30095774;122
1;11;Autostart;1609;Daragon;  Jarlsberg Travbane ;2020-03-12;30095774;-8
2;11;Autostart;1609;Daragon;  Jarlsberg Travbane ;2020-04-21;30095774;NULL
5;6;Autostart;2140;Emma Frost;  Sørlandets Travpark ;2020-02-15;30095800;185
2;8;Autostart;2100;Emma Frost;  Bjerke Travbane ;2020-03-04;30095800;198
4;10;Autostart;2140;Emma Frost;  Momarken Travbane ;2020-04-28;30095800;85
3;4;Volestart;2160;Egge Loke;  Bjerke Travbane ;2020-02-12;30095802;40
7;11;Autostart;2140;Egge Loke;  Momarken Travbane ;2020-02-27;30095802;40
4;1;Volestart;2140;Egge Loke;  Bjerke Travbane ;2020-03-11;30095802;130
4;7;Autostart;2100;Egge Loke;  Biri Travbane ;2020-04-24;30095802;NULL
4;4;Volestart;2100;Egge Stjerna;  Jarlsberg Travbane ;2020-02-07;30095803;109
2;6;Volestart;2160;Egge Stjerna;  Bjerke Travbane ;2020-02-26;30095803;90
2;4;Autostart;2100;Egge Stjerna;  Bjerke Travbane ;2020-03-05;30095803;80
2;4;Autostart;2100;Easy To Win;  Bergen Travpark ;2020-01-23;30095814;130
1;4;Autostart;2040;Easy To Win;  Forus Travbane ;2020-02-25;30095814;129
5;11;Autostart;2100;Easy To Win;  Bergen Travpark ;2020-04-27;30095814;151
5;2;Autostart;2600;Easy To Win;  Bergen Travpark ;2020-05-07;30095814;269
3;10;Volestart;2160;Goroso Lusianna;  Bjerke Travbane ;2020-01-15;30095898;-118
1;2;Volestart;2160;Grace Yoga;  Sørlandets Travpark ;2020-02-15;30095956;133
1;6;Autostart;2100;Grace Yoga;  Jarlsberg Travbane ;2020-02-29;30095956;260
6;2;Autostart;2100;Fighting Joe;Bjerke Travbane ;2020-01-08;30096182;81
1;3;Autostart;1640;Smedsbo Faksen;  Momarken Travbane ;2020-01-26;30096331;29
4;5;Volestart;2160;Smedsbo Faksen;  Bjerke Travbane ;2020-02-12;30096331;139
1;4;Autostart;1609;Smedsbo Faksen;  Bjerke Travbane ;2020-03-11;30096331;30
8;6;Volestart;2160;Todays Shotgun;Leangen Travbane ;2020-01-06;30096713;437
1;7;Autostart;1640;Todays Shotgun;  Leangen Travbane ;2020-01-13;30096713;431
6;6;Autostart;1640;Todays Shotgun;  Leangen Travbane ;2020-01-25;30096713;418
6;5;Autostart;1640;Todays Shotgun;  Leangen Travbane ;2020-02-10;30096713;420
2;9;Volestart;1700;Todays Shotgun;  Leangen Travbane ;2020-02-17;30096713;424
4;7;Autostart;2040;Bibo;  Forus Travbane ;2020-01-05;30096719;-10
5;9;Autostart;2040;Bibo;  Forus Travbane ;2020-01-28;30096719;-11
2;14;Volestart;2060;Bibo;  Forus Travbane ;2020-02-08;30096719;89
3;1;Autostart;2040;Bibo;  Forus Travbane ;2020-02-25;30096719;90
1;2;Volestart;2550;Bibo;  Forus Travbane ;2020-04-30;30096719;-19
5;9;Autostart;2100;Lykkje Idunn;  Bjerke Travbane ;2020-01-08;30096720;39
2;10;Autostart;2100;Lykkje Idunn;  Jarlsberg Travbane ;2020-04-19;30096720;40
5;1;Autostart;2100;Lykkje Idunn;  Jarlsberg Travbane ;2020-04-29;30096720;NULL
3;11;Volestart;1620;Lykkje Idunn;  Jarlsberg Travbane ;2020-05-10;30096720;172
4;5;Autostart;2100;I.D. Ownersdestiny;  Jarlsberg Travbane ;2020-02-29;30096731;70
4;7;Autostart;2140;Fairyman;Momarken Travbane ;2020-01-09;30096793;108
6;12;Autostart;1640;Fairyman;  Momarken Travbane ;2020-01-17;30096793;108
6;3;Autostart;1609;Fairyman;  Bjerke Travbane ;2020-01-29;30096793;118
7;7;Volestart;2100;Spang Kaprell;  Klosterskogen Travbane ;2020-01-04;30096803;90
8;4;Volestart;2100;Spang Kaprell;  Jarlsberg Travbane ;2020-02-07;30096803;-19
7;2;Volestart;2100;Spang Kaprell;  Jarlsberg Travbane ;2020-02-14;30096803;69
3;6;Volestart;2100;Spang Kaprell;  Biri Travbane ;2020-02-28;30096803;69
2;12;Volestart;2100;Spang Kaprell;  Jarlsberg Travbane ;2020-04-20;30096803;5
4;3;Volestart;2160;Odins Zamurai;  Bjerke Travbane ;2020-01-22;30096830;-128
5;2;Autostart;2100;Odins Zamurai;  Bjerke Travbane ;2020-02-05;30096830;21
3;5;Volestart;2160;Odins Zamurai;  Momarken Travbane ;2020-04-28;30096830;-115
2;6;Autostart;2140;Greed;  Leangen Travbane ;2020-02-24;30096831;30
8;7;Autostart;2140;Greed;  Leangen Travbane ;2020-03-09;30096831;129
8;14;Volestart;2160;Braastad Gullet;  Momarken Travbane ;2020-01-26;30096848;-40
8;1;Volestart;2100;Braastad Gullet;  Jarlsberg Travbane ;2020-02-07;30096848;50
3;3;Volestart;2100;Braastad Gullet;  Biri Travbane ;2020-02-28;30096848;-60
2;8;Volestart;2100;Braastad Gullet;  Jarlsberg Travbane ;2020-04-20;30096848;-60
5;7;Volestart;2140;Dag Frøya;  Bergen Travpark ;2020-01-09;30096875;180
3;2;Volestart;2100;Dag Frøya;  Bergen Travpark ;2020-01-23;30096875;215
5;3;Autostart;2100;Dag Frøya;  Bergen Travpark ;2020-02-13;30096875;157
5;3;Autostart;2100;Dag Frøya;  Bergen Travpark ;2020-02-13;30096875;157
5;7;Volestart;2140;Dag Frøya;  Bergen Travpark ;2020-02-23;30096875;257
4;7;Volestart;2100;Dag Frøya;  Bergen Travpark ;2020-04-27;30096875;135
4;1;Volestart;2100;Dag Frøya;  Bergen Travpark ;2020-05-07;30096875;255
2;1;Volestart;2100;Solmyr Arvid;  Biri Travbane ;2020-02-16;30096908;200
6;14;Volestart;1620;Solmyr Arvid;  Jarlsberg Travbane ;2020-02-29;30096908;338
5;4;Volestart;1620;Solmyr Arvid;  Biri Travbane ;2020-04-24;30096908;219
5;12;Volestart;2120;Ludvik;  Bergen Travpark ;2020-01-23;30096909;29
4;1;Volestart;2100;Ludvik;  Bergen Travpark ;2020-02-23;30096909;26
6;5;Volestart;2100;Ludvik;  Bergen Travpark ;2020-03-05;30096909;122
4;5;Volestart;2100;Ludvik;  Bergen Travpark ;2020-04-27;30096909;18
2;12;Volestart;2120;Ludvik;  Bergen Travpark ;2020-05-07;30096909;118
9;2;Volestart;2060;Soma Odin;  Forus Travbane ;2020-01-14;30096925;-20
8;1;Volestart;2040;Soma Odin;  Forus Travbane ;2020-01-28;30096925;80
8;1;Volestart;2040;Soma Odin;  Forus Travbane ;2020-02-25;30096925;140
7;7;Volestart;2140;La Luna Wita;  Momarken Travbane ;2020-01-26;30096954;10
4;7;Autostart;2040;Kleppe Spødå;  Forus Travbane ;2020-04-23;30096985;124
5;3;Autostart;2140;Kleppe Spødå;  Sørlandets Travpark ;2020-05-09;30096985;238
6;12;Autostart;2100;Thai Paradise;  Jarlsberg Travbane ;2020-04-29;30096987;99
2;2;Volestart;2100;Vestpol Kine;  Bergen Travpark ;2020-02-13;30097028;-32
2;2;Volestart;2100;Vestpol Kine;  Bergen Travpark ;2020-02-13;30097028;-32
4;1;Volestart;2550;Vestpol Kine;  Forus Travbane ;2020-04-30;30097028;-31
1;8;Autostart;2100;Vestpol Kongen;  Klosterskogen Travbane ;2020-01-04;30097029;231
3;6;Autostart;1609;Vestpol Kongen;  Sørlandets Travpark ;2020-01-19;30097029;342
2;1;Autostart;1609;Vestpol Kongen;  Sørlandets Travpark ;2020-02-15;30097029;262
5;7;Autostart;2100;Vestpol Kongen;  Jarlsberg Travbane ;2020-02-29;30097029;371
5;6;Autostart;2140;Vestpol Kongen;  Sørlandets Travpark ;2020-04-25;30097029;281
8;3;Volestart;2140;Vestpol Kaizer;  Bergen Travpark ;2020-01-09;30097030;19
7;1;Volestart;2100;Vestpol Kaizer;  Bergen Travpark ;2020-01-23;30097030;10
3;10;Volestart;2120;Vestpol Kaizer;  Bergen Travpark ;2020-02-13;30097030;-89
3;10;Volestart;2120;Vestpol Kaizer;  Bergen Travpark ;2020-02-13;30097030;-89
8;4;Volestart;2060;Vestpol Kaizer;  Forus Travbane ;2020-02-25;30097030;0
7;6;Volestart;2080;Vestpol Kaizer;  Forus Travbane ;2020-03-08;30097030;-9
2;9;Volestart;2080;Vestpol Kaizer;  Forus Travbane ;2020-04-30;30097030;-110
1;10;Volestart;2080;Vestpol Kaizer;  Forus Travbane ;2020-05-10;30097030;-10
8;9;Volestart;2060;Eagle Eye;  Forus Travbane ;2020-01-21;30097031;-39
2;8;Autostart;2040;Eagle Eye;  Forus Travbane ;2020-01-28;30097031;50
2;11;Autostart;2040;Eagle Eye;  Forus Travbane ;2020-03-08;30097031;-50
2;9;Volestart;2060;Eagle Eye;  Forus Travbane ;2020-05-05;30097031;-60
1;2;Volestart;2100;Bjørkevarg;  Bergen Travpark ;2020-01-09;30097046;258
9;2;Volestart;2140;Sunrise Yankee;  Bjerke Travbane ;2020-01-22;30097057;197
4;1;Autostart;1609;Sunrise Yankee;  Bjerke Travbane ;2020-03-04;30097057;214
5;2;Autostart;1609;Ard;  Jarlsberg Travbane ;2020-01-11;30097060;153
7;7;Autostart;2100;Ard;  Bjerke Travbane ;2020-01-29;30097060;271
9;6;Volestart;2570;Ard;  Forus Travbane ;2020-02-08;30097060;260
9;1;Autostart;2100;Ard;  Bjerke Travbane ;2020-02-22;30097060;269
5;4;Autostart;2100;Ard;  Jarlsberg Travbane ;2020-02-29;30097060;248
5;1;Autostart;2100;Ard;  Jarlsberg Travbane ;2020-03-06;30097060;258
6;7;Autostart;1609;N.Y. Lovemelikeyoudo;  Bjerke Travbane ;2020-01-15;30097084;64
6;2;Autostart;2100;N.Y. Lovemelikeyoudo;  Jarlsberg Travbane ;2020-01-24;30097084;72
4;8;Volestart;2060;N.Y. Lovemelikeyoudo;  Forus Travbane ;2020-02-08;30097084;94
6;3;Volestart;1600;N.Y. Lovemelikeyoudo;  Bergen Travpark ;2020-02-23;30097084;113
5;6;Autostart;2100;N.Y. Lovemelikeyoudo;  Bergen Travpark ;2020-04-27;30097084;-7
3;11;Volestart;1620;N.Y. Lovemelikeyoudo;  Bergen Travpark ;2020-05-07;30097084;73
6;5;Autostart;1640;Sikvelands Bork;  Momarken Travbane ;2020-01-09;30097085;-7
5;7;Autostart;2140;Sikvelands Bork;  Momarken Travbane ;2020-02-27;30097085;-7
7;9;Autostart;2100;Sikvelands Bork;  Bjerke Travbane ;2020-03-11;30097085;88
3;3;Volestart;2140;Finii;  Momarken Travbane ;2020-01-17;30097124;31
8;11;Volestart;2120;Finii;  Jarlsberg Travbane ;2020-01-24;30097124;164
5;7;Autostart;1609;Jackson Avery;  Jarlsberg Travbane ;2020-04-19;30097127;180
7;2;Autostart;2600;Jackson Avery;  Biri Travbane ;2020-05-02;30097127;310
4;2;Autostart;2140;Jackson Avery;  Sørlandets Travpark ;2020-05-09;30097127;330
2;1;Autostart;2100;Tayno Destrier;  Bjerke Travbane ;2020-01-08;30097156;40
1;3;Autostart;2100;Tayno Destrier;  Bjerke Travbane ;2020-01-22;30097156;160
4;11;Autostart;2100;Tayno Destrier;  Bjerke Travbane ;2020-02-05;30097156;200
3;3;Volestart;2600;Tayno Destrier;  Jarlsberg Travbane ;2020-02-29;30097156;120
9;1;Volestart;2100;Siena;  Biri Travbane ;2020-02-28;30097162;0
4;2;Autostart;1609;Walker Jade;  Bjerke Travbane ;2020-03-05;30097192;278
3;4;Volestart;2120;V.G. Prinsen;  Bergen Travpark ;2020-01-23;30097206;165
3;13;Volestart;2080;V.G. Prinsen;  Forus Travbane ;2020-02-08;30097206;328
7;6;Volestart;2080;V.G. Prinsen;  Forus Travbane ;2020-02-25;30097206;295
5;1;Autostart;2040;V.G. Prinsen;  Forus Travbane ;2020-04-23;30097206;250
4;1;Volestart;2120;V.G. Prinsen;  Bergen Travpark ;2020-05-03;30097206;320
4;12;Volestart;2120;V.G. Prinsen;  Bergen Travpark ;2020-05-07;30097206;347
8;1;Volestart;2140;Madre Mia;  Bjerke Travbane ;2020-01-08;30097210;-40
