Lop;Startnr;StartMetode;Distanse;Heste_navn;Bane;Dato;Id_nr;FormfaktorTotal
4;9;Volestart;2160;Jojo Dox;Momarken Travbane ;2020-03-10;118823;98
7;3;Volestart;2160;Eva Maria;  Leangen Travbane ;2020-01-13;121132;0
4;1;Volestart;2140;Eva Maria;  Leangen Travbane ;2020-02-24;121132;0
7;4;Volestart;2160;Eva Maria;  Leangen Travbane ;2020-03-02;121132;90
5;8;Autostart;1640;Flash Gordon Sisu;Momarken Travbane ;2020-01-26;129143;-118
1;1;Volestart;2100;Cannon Flame;Bergen Travpark ;2020-05-07;131337;90
1;4;Volestart;2160;Raymon;  Leangen Travbane ;2020-01-06;131732;47
3;7;Volestart;2160;Raymon;  Leangen Travbane ;2020-01-25;131732;125
2;3;Volestart;2180;Raymon;  Leangen Travbane ;2020-02-10;131732;138
1;10;Volestart;1660;Raymon;  Leangen Travbane ;2020-02-17;131732;139
4;7;Volestart;2160;Raymon;  Leangen Travbane ;2020-03-09;131732;26
5;3;Autostart;2140;Raymon;  Leangen Travbane ;2020-04-26;131732;NULL
4;9;Volestart;2180;Buaas Terna;  Leangen Travbane ;2020-01-06;132986;-1284
5;4;Autostart;1640;Buaas Terna;  Leangen Travbane ;2020-01-13;132986;-1291
6;11;Volestart;2180;Buaas Terna;  Leangen Travbane ;2020-02-24;132986;-1398
5;8;Autostart;1609;Finnskog Sjefen;  Bjerke Travbane ;2020-01-18;133220;432
5;8;Autostart;1609;Finnskog Sjefen;  Bjerke Travbane ;2020-01-18;133220;432
1;2;Autostart;1640;Finnskog Sjefen;  Momarken Travbane ;2020-01-26;133220;536
5;2;Autostart;1609;Finnskog Sjefen;  Biri Travbane ;2020-02-16;133220;426
2;5;Autostart;2100;Finnskog Sjefen;  Jarlsberg Travbane ;2020-02-29;133220;555
1;1;Autostart;1609;Finnskog Sjefen;  Bjerke Travbane ;2020-03-11;133220;558
4;10;Volestart;2160;Be My Love;  Sørlandets Travpark ;2020-01-19;134197;154
8;3;Volestart;2160;Be My Love;  Sørlandets Travpark ;2020-03-01;134197;227
1;7;Volestart;2160;Be My Love;  Sørlandets Travpark ;2020-04-25;134197;110
2;6;Volestart;2100;Magnat;  Biri Travbane ;2020-04-24;30004448;-10
2;4;Volestart;2100;Magnat;  Biri Travbane ;2020-05-08;30004448;130
4;9;Autostart;1609;Chip Line;  Bjerke Travbane ;2020-03-05;30007433;329
3;9;Volestart;1700;Tangen Tinn;  Leangen Travbane ;2020-03-02;30008405;257
6;5;Volestart;2160;Tangen Tinn;  Leangen Travbane ;2020-05-04;30008405;248
3;2;Autostart;1609;Flyveren;  Sørlandets Travpark ;2020-01-19;30014915;116
7;11;Autostart;2100;Pink Diamond;  Bjerke Travbane ;2020-02-22;30016256;140
2;7;Autostart;1609;Skauge Faks;  Bjerke Travbane ;2020-02-22;30016886;-218
5;6;Autostart;2100;Eldjerva;  Bergen Travpark ;2020-02-13;30017522;205
5;6;Autostart;2100;Eldjerva;  Bergen Travpark ;2020-02-13;30017522;205
5;2;Volestart;2120;Eldjerva;  Bergen Travpark ;2020-02-23;30017522;207
4;10;Volestart;2100;Eldjerva;  Bergen Travpark ;2020-04-27;30017522;102
5;6;Autostart;1640;Viborg Prinsen;  Leangen Travbane ;2020-01-13;30018146;75
8;1;Autostart;1640;Viborg Prinsen;  Leangen Travbane ;2020-02-10;30018146;86
1;5;Autostart;2100;Fantomet;  Jarlsberg Travbane ;2020-01-11;30018368;120
3;8;Volestart;2060;Fantomet;  Forus Travbane ;2020-02-08;30018368;160
4;9;Volestart;2680;Fantomet;  Bjerke Travbane ;2020-02-22;30018368;130
7;10;Autostart;2100;Fantomet;  Bjerke Travbane ;2020-03-11;30018368;120
3;6;Volestart;2600;Fantomet;  Biri Travbane ;2020-05-02;30018368;20
3;9;Volestart;2120;Anima;  Jarlsberg Travbane ;2020-01-11;30019099;20
3;4;Volestart;2160;Anima;  Bjerke Travbane ;2020-01-18;30019099;119
3;4;Volestart;2160;Anima;  Bjerke Travbane ;2020-01-18;30019099;119
5;2;Autostart;2100;Anima;  Bjerke Travbane ;2020-01-29;30019099;120
2;6;Autostart;2100;Anima;  Bjerke Travbane ;2020-02-09;30019099;110
3;4;Autostart;2100;Anima;  Jarlsberg Travbane ;2020-04-19;30019099;39
4;7;Autostart;1609;Anima;  Jarlsberg Travbane ;2020-04-21;30019099;39
9;4;Volestart;2100;Wrons Frigg;  Biri Travbane ;2020-05-08;30019598;10
1;10;Volestart;2180;Snonsøy Elda;  Leangen Travbane ;2020-01-06;30019817;445
9;5;Volestart;2140;Snonsøy Elda;  Leangen Travbane ;2020-01-25;30019817;539
4;6;Volestart;2160;Snonsøy Elda;  Leangen Travbane ;2020-03-09;30019817;439
5;7;Autostart;2140;Snonsøy Elda;  Leangen Travbane ;2020-04-26;30019817;NULL
5;8;Autostart;2100;Snonsøy Elda;  Biri Travbane ;2020-05-02;30019817;431
1;1;Autostart;2100;Tegner Tarzan;  Klosterskogen Travbane ;2020-01-12;30019929;-177
5;6;Autostart;2100;Tegner Tarzan;  Jarlsberg Travbane ;2020-01-24;30019929;-96
5;11;Autostart;2100;Tegner Tarzan;  Bjerke Travbane ;2020-02-05;30019929;-114
9;10;Volestart;2160;Tallas;  Sørlandets Travpark ;2020-02-15;30019941;-215
6;10;Autostart;1640;Mr. X.F. Royal;  Momarken Travbane ;2020-01-17;30020171;662
1;6;Autostart;1609;Mr. X.F. Royal;  Bjerke Travbane ;2020-02-05;30020171;755
6;4;Autostart;1609;Mr. X.F. Royal;  Sørlandets Travpark ;2020-02-15;30020171;760
8;13;Volestart;2680;Mr. X.F. Royal;  Bjerke Travbane ;2020-02-22;30020171;785
5;8;Autostart;2100;Mr. X.F. Royal;  Bjerke Travbane ;2020-03-11;30020171;780
7;12;Volestart;2140;Gaupen Nina;  Jarlsberg Travbane ;2020-01-11;30020307;49
6;15;Volestart;1620;Gaupen Nina;  Jarlsberg Travbane ;2020-02-29;30020307;-51
4;2;Volestart;1640;Gaupen Nina;  Momarken Travbane ;2020-05-03;30020307;-62
6;4;Autostart;2140;World Wide Wibb;Momarken Travbane ;2020-02-27;30020684;-77
1;5;Volestart;2160;Bottem Viktor;  Leangen Travbane ;2020-01-06;30020967;239
2;5;Volestart;2180;Bottem Viktor;  Leangen Travbane ;2020-02-10;30020967;219
5;4;Autostart;2140;Bottem Viktor;  Leangen Travbane ;2020-04-26;30020967;221
6;6;Volestart;2160;Bottem Viktor;  Leangen Travbane ;2020-05-04;30020967;221
5;5;Autostart;1609;Ulsrud Tea;  Bjerke Travbane ;2020-01-18;30021424;1932
5;5;Autostart;1609;Ulsrud Tea;  Bjerke Travbane ;2020-01-18;30021424;1932
6;5;Volestart;1620;Ulsrud Tea;  Forus Travbane ;2020-02-08;30021424;1932
5;9;Volestart;1640;Ulsrud Tea;  Forus Travbane ;2020-04-30;30021424;1943
2;3;Autostart;2100;Finnskog Fokus;  Jarlsberg Travbane ;2020-02-29;30021644;47
2;6;Autostart;2100;Bolero;  Bjerke Travbane ;2020-01-15;30021659;110
2;7;Volestart;2160;Bolero;  Bjerke Travbane ;2020-01-29;30021659;150
1;9;Autostart;2100;Bolero;  Bergen Travpark ;2020-04-27;30021659;20
3;5;Volestart;1600;Bolero;  Bergen Travpark ;2020-05-07;30021659;150
8;2;Volestart;2040;Prinsen;  Forus Travbane ;2020-01-28;30021967;0
7;1;Volestart;2040;Prinsen;  Forus Travbane ;2020-03-08;30021967;-10
8;8;Volestart;2180;Kvikk Tojo;  Momarken Travbane ;2020-03-10;30022486;418
7;5;Volestart;2140;Feseth Kari;  Leangen Travbane ;2020-02-17;30022946;-161
3;4;Autostart;1609;Gurifax;  Biri Travbane ;2020-01-10;30022961;224
5;9;Autostart;1609;Gurifax;  Jarlsberg Travbane ;2020-02-07;30022961;226
7;6;Volestart;2160;Gerifaks;  Sørlandets Travpark ;2020-01-19;30023135;-236
3;3;Volestart;2180;Gerifaks;  Sørlandets Travpark ;2020-03-01;30023135;-215
1;10;Volestart;2100;Galant;  Jarlsberg Travbane ;2020-04-29;30023709;0
6;3;Volestart;2160;Haldis;  Leangen Travbane ;2020-02-24;30027770;130
4;6;Autostart;2140;Haldis;  Leangen Travbane ;2020-04-22;30027770;20
6;11;Volestart;2180;Lukas Rauen;  Leangen Travbane ;2020-05-04;30030400;465
3;3;Autostart;2100;Broadway Valley N.;  Klosterskogen Travbane ;2020-01-04;30034125;40
2;7;Autostart;2140;Broadway Valley N.;  Sørlandets Travpark ;2020-01-19;30034125;129
5;4;Autostart;2140;Broadway Valley N.;  Sørlandets Travpark ;2020-02-15;30034125;152
6;9;Autostart;2140;Broadway Valley N.;  Sørlandets Travpark ;2020-03-01;30034125;149
2;7;Autostart;2100;Furderud Svarten;  Bjerke Travbane ;2020-02-09;30035317;335
6;9;Autostart;2100;Deep Sea Dream;  Biri Travbane ;2020-05-02;30035829;1267
4;6;Volestart;2160;Myrviks Amor;  Leangen Travbane ;2020-05-04;30036121;-50
3;11;Volestart;1700;Krokstad Juvita;  Leangen Travbane ;2020-03-02;30036206;248
5;5;Autostart;2100;Krokstad Juvita;  Biri Travbane ;2020-05-02;30036206;237
10;7;Volestart;2160;Dallas;  Momarken Travbane ;2020-03-10;30036658;-277
2;6;Autostart;1609;Dallas;  Jarlsberg Travbane ;2020-04-21;30036658;NULL
6;2;Volestart;2040;Flyteld;  Forus Travbane ;2020-01-05;30036797;-42
3;8;Volestart;2060;Flyteld;  Forus Travbane ;2020-01-14;30036797;-44
2;9;Autostart;2040;Flyteld;  Forus Travbane ;2020-01-21;30036797;-37
6;10;Volestart;1620;Flyteld;  Forus Travbane ;2020-01-28;30036797;-39
7;8;Volestart;2080;Flyteld;  Forus Travbane ;2020-02-25;30036797;-33
5;1;Volestart;2040;Flyteld;  Forus Travbane ;2020-03-08;30036797;-6
5;3;Volestart;2040;Flyteld;  Forus Travbane ;2020-05-05;30036797;-135
9;10;Volestart;2590;Røster;  Forus Travbane ;2020-02-08;30036937;286
6;8;Volestart;2060;Røster;  Forus Travbane ;2020-02-25;30036937;370
5;8;Volestart;2080;Røster;  Forus Travbane ;2020-03-08;30036937;350
5;7;Volestart;1620;Røster;  Forus Travbane ;2020-04-30;30036937;264
4;8;Volestart;2060;Røster;  Forus Travbane ;2020-05-10;30036937;366
1;2;Autostart;2100;B.B. Juventus;  Klosterskogen Travbane ;2020-01-12;30037167;-249
4;5;Autostart;2100;B.B. Juventus;  Jarlsberg Travbane ;2020-02-14;30037167;-264
4;7;Volestart;1620;Alsaker Torres;  Bergen Travpark ;2020-01-09;30037438;503
6;8;Volestart;2120;Alsaker Torres;  Bergen Travpark ;2020-05-07;30037438;486
4;9;Volestart;1640;Vertigo Bjørn;  Bergen Travpark ;2020-01-09;30037671;531
4;9;Volestart;2140;Vertigo Bjørn;  Bergen Travpark ;2020-01-23;30037671;494
6;7;Volestart;1620;Vertigo Bjørn;  Forus Travbane ;2020-02-08;30037671;517
1;7;Volestart;1640;Vertigo Bjørn;  Bergen Travpark ;2020-02-23;30037671;509
2;9;Volestart;2140;Vertigo Bjørn;  Bergen Travpark ;2020-03-05;30037671;510
6;9;Volestart;2640;Vertigo Bjørn;  Bergen Travpark ;2020-05-03;30037671;401
5;5;Autostart;2100;Roadbroker;  Biri Travbane ;2020-01-10;30037868;-26
4;6;Volestart;2180;Liheim Prins;  Leangen Travbane ;2020-01-13;30037918;-561
8;8;Volestart;2160;Fux Pride;  Leangen Travbane ;2020-01-06;30038039;961
6;8;Autostart;1640;Fux Pride;  Leangen Travbane ;2020-01-25;30038039;982
6;8;Autostart;1640;Fux Pride;  Leangen Travbane ;2020-02-10;30038039;967
2;8;Volestart;1700;Fux Pride;  Leangen Travbane ;2020-02-17;30038039;983
5;7;Autostart;2140;Fux Pride;  Leangen Travbane ;2020-03-02;30038039;952
4;8;Autostart;2140;Fux Pride;  Leangen Travbane ;2020-04-26;30038039;910
9;2;Volestart;2120;Tomdin Ø.K.;  Bergen Travpark ;2020-01-23;30038060;146
6;7;Volestart;2140;Omer Blessa;  Leangen Travbane ;2020-01-06;30038413;-139
4;3;Volestart;2140;Hammer Stjernar;  Leangen Travbane ;2020-03-09;30038428;-465
5;7;Autostart;1609;Lex Lodney;  Bjerke Travbane ;2020-01-18;30038432;447
5;7;Autostart;1609;Lex Lodney;  Bjerke Travbane ;2020-01-18;30038432;447
5;9;Autostart;1609;Nordlys Rosa;  Jarlsberg Travbane ;2020-04-26;30038460;-39
4;9;Volestart;2160;Storm Odd;  Leangen Travbane ;2020-03-09;30038528;611
5;12;Autostart;2140;Storm Odd;  Leangen Travbane ;2020-04-26;30038528;NULL
1;12;Volestart;2180;Theodor;  Leangen Travbane ;2020-04-26;30038662;-295
9;4;Volestart;2060;Tordenfaks;  Forus Travbane ;2020-01-14;30039054;-89
8;6;Volestart;2060;Tordenfaks;  Forus Travbane ;2020-01-28;30039054;0
7;2;Volestart;2060;Tordenfaks;  Forus Travbane ;2020-03-08;30039054;16
2;7;Volestart;2060;Tordenfaks;  Forus Travbane ;2020-04-30;30039054;-103
1;7;Volestart;2060;Tordenfaks;  Forus Travbane ;2020-05-10;30039054;-16
6;1;Volestart;2140;Holst Pil;  Leangen Travbane ;2020-01-06;30039079;-102
5;11;Autostart;1640;Holst Pil;  Leangen Travbane ;2020-01-13;30039079;-11
4;3;Volestart;1640;Holst Pil;  Leangen Travbane ;2020-02-17;30039079;14
6;2;Volestart;2140;Holst Pil;  Leangen Travbane ;2020-03-09;30039079;-96
5;1;Autostart;2140;Holst Pil;  Leangen Travbane ;2020-04-22;30039079;NULL
1;8;Volestart;1640;Vertigo Prins;  Bergen Travpark ;2020-02-23;30039402;790
2;11;Volestart;2140;Vertigo Prins;  Bergen Travpark ;2020-03-05;30039402;879
5;3;Volestart;1620;Vertigo Prins;  Forus Travbane ;2020-04-30;30039402;779
4;9;Volestart;2060;Vertigo Prins;  Forus Travbane ;2020-05-10;30039402;884
9;1;Volestart;2100;Viktor K.;  Jarlsberg Travbane ;2020-01-16;30039575;-111
2;2;Autostart;2100;Viktor K.;  Jarlsberg Travbane ;2020-02-29;30039575;-102
6;9;Volestart;2160;Viktor K.;  Sørlandets Travpark ;2020-05-01;30039575;-112
7;10;Volestart;2140;Jerkeld Frøya;  Jarlsberg Travbane ;2020-01-11;30039670;-247
5;3;Autostart;2100;Jerkeld Frøya;  Jarlsberg Travbane ;2020-01-16;30039670;-231
1;1;Autostart;2100;Jerkeld Frøya;  Jarlsberg Travbane ;2020-02-14;30039670;-345
4;15;Volestart;2120;Jerkeld Frøya;  Jarlsberg Travbane ;2020-03-06;30039670;-252
3;9;Volestart;1620;Jerkeld Frøya;  Jarlsberg Travbane ;2020-05-10;30039670;-352
1;7;Volestart;1660;Lykkje Svarten;  Leangen Travbane ;2020-02-17;30039744;157
5;5;Autostart;2140;Lykkje Svarten;  Leangen Travbane ;2020-04-26;30039744;145
6;7;Volestart;2160;Lykkje Svarten;  Leangen Travbane ;2020-05-04;30039744;145
6;6;Volestart;2660;Play Online;  Leangen Travbane ;2020-02-17;30040381;133
1;3;Volestart;2140;Aas Balder;  Leangen Travbane ;2020-01-06;30040382;236
2;5;Autostart;1640;Aas Balder;  Leangen Travbane ;2020-01-13;30040382;309
3;3;Volestart;2140;Aas Balder;  Leangen Travbane ;2020-01-25;30040382;309
1;3;Volestart;1640;Aas Balder;  Leangen Travbane ;2020-02-17;30040382;204
9;1;Volestart;2040;Kines Girl;  Forus Travbane ;2020-01-14;30040542;-100
1;9;Autostart;1640;Synjo Star;  Leangen Travbane ;2020-01-13;30040778;339
5;9;Autostart;2140;Synjo Star;  Leangen Travbane ;2020-03-02;30040778;334
6;10;Autostart;2100;Explosive Flory;Jarlsberg Travbane ;2020-04-29;30041463;NULL
5;3;Autostart;1609;Vesle Sjur;  Bjerke Travbane ;2020-01-18;30046488;279
5;3;Autostart;1609;Vesle Sjur;  Bjerke Travbane ;2020-01-18;30046488;279
1;4;Autostart;1640;Vesle Sjur;  Momarken Travbane ;2020-01-26;30046488;269
2;3;Volestart;2140;Snyggen;  Leangen Travbane ;2020-04-26;30047041;30
6;6;Volestart;2120;Rigel Scott;  Bergen Travpark ;2020-04-27;30050718;-76
6;5;Volestart;2620;Rigel Scott;  Bergen Travpark ;2020-05-03;30050718;-76
6;6;Volestart;2120;Rigel Scott;  Bergen Travpark ;2020-05-07;30050718;11
1;7;Volestart;2100;Kleppe Slauren;  Forus Travbane ;2020-01-28;30050719;716
7;4;Autostart;2100;Stumne Scott;  Bjerke Travbane ;2020-01-08;30051037;613
9;7;Volestart;2160;Stumne Scott;  Leangen Travbane ;2020-01-25;30051037;607
4;9;Volestart;2160;Stumne Scott;  Bjerke Travbane ;2020-02-12;30051037;593
3;12;Volestart;1620;Stumne Scott;  Jarlsberg Travbane ;2020-04-21;30051037;487
7;6;Autostart;2140;Stumne Scott;  Sørlandets Travpark ;2020-05-09;30051037;580
7;5;Volestart;2120;Temfaks;  Biri Travbane ;2020-01-10;30051039;-117
2;9;Volestart;2160;Temfaks;  Bjerke Travbane ;2020-01-22;30051039;4
5;10;Autostart;2140;Spang Virmar;  Momarken Travbane ;2020-02-27;30051061;234
3;8;Volestart;2120;Spang Virmar;  Biri Travbane ;2020-05-08;30051061;130
5;1;Autostart;2140;Lise Av Gråberg G.I.;  Momarken Travbane ;2020-01-09;30051304;-11
2;1;Autostart;2140;Lise Av Gråberg G.I.;  Momarken Travbane ;2020-01-17;30051304;90
5;1;Autostart;2140;Delamain;  Momarken Travbane ;2020-05-03;30051639;274
9;2;Volestart;2100;Remspik;  Jarlsberg Travbane ;2020-05-10;30051712;115
3;8;Volestart;2160;Røyns Kasper;  Leangen Travbane ;2020-01-25;30051849;192
8;3;Autostart;1640;Røyns Kasper;  Leangen Travbane ;2020-02-10;30051849;290
5;6;Autostart;2140;Røyns Kasper;  Leangen Travbane ;2020-04-26;30051849;172
4;2;Volestart;2140;Kolnes Brit;  Leangen Travbane ;2020-02-10;30052060;-78
3;5;Volestart;1640;Kolnes Brit;  Leangen Travbane ;2020-02-17;30052060;-87
1;1;Volestart;2160;Kolnes Brit;  Leangen Travbane ;2020-04-26;30052060;-201
6;9;Volestart;2080;Solberg Jela;  Forus Travbane ;2020-01-05;30052137;-1
6;6;Volestart;2060;Solberg Jela;  Forus Travbane ;2020-01-14;30052137;-12
1;2;Volestart;2060;Solberg Jela;  Forus Travbane ;2020-01-28;30052137;-13
9;11;Volestart;2590;Solberg Jela;  Forus Travbane ;2020-02-08;30052137;-24
6;4;Volestart;2060;Solberg Jela;  Forus Travbane ;2020-02-25;30052137;-41
5;9;Volestart;2080;Solberg Jela;  Forus Travbane ;2020-03-08;30052137;-6
5;11;Volestart;2060;Solberg Jela;  Forus Travbane ;2020-05-05;30052137;-117
4;6;Volestart;2060;Solberg Jela;  Forus Travbane ;2020-05-10;30052137;-117
9;3;Volestart;2140;Thai Broadway;  Bjerke Travbane ;2020-01-15;30052179;470
1;5;Autostart;1609;Thai Broadway;  Bjerke Travbane ;2020-02-05;30052179;469
1;7;Volestart;2120;Thai Broadway;  Bergen Travpark ;2020-02-13;30052179;572
1;7;Volestart;2120;Thai Broadway;  Bergen Travpark ;2020-02-13;30052179;572
4;12;Volestart;2140;Chill Fighter;  Momarken Travbane ;2020-01-17;30052279;212
4;3;Autostart;2100;Chill Fighter;  Bjerke Travbane ;2020-02-13;30052279;256
4;3;Autostart;2100;Chill Fighter;  Bjerke Travbane ;2020-02-13;30052279;256
4;2;Autostart;2100;Chill Fighter;  Jarlsberg Travbane ;2020-03-12;30052279;151
3;10;Autostart;2100;Chill Fighter;  Jarlsberg Travbane ;2020-04-26;30052279;NULL
3;6;Autostart;1609;Hønn Spik;  Biri Travbane ;2020-01-10;30052281;119
4;8;Autostart;1640;Hønn Spik;  Momarken Travbane ;2020-01-26;30052281;230
6;12;Volestart;1620;Hønn Spik;  Jarlsberg Travbane ;2020-02-29;30052281;115
5;12;Volestart;1620;Hønn Spik;  Biri Travbane ;2020-04-24;30052281;99
4;3;Volestart;2140;Soltuns Kosmos;Leangen Travbane ;2020-02-10;30052366;-27
3;8;Volestart;2140;Soltuns Kosmos;Leangen Travbane ;2020-03-09;30052366;4
1;1;Volestart;2140;Alm Faks Hannibal;  Leangen Travbane ;2020-01-06;30052555;13
2;6;Autostart;1640;Alm Faks Hannibal;  Leangen Travbane ;2020-01-13;30052555;112
7;15;Volestart;2180;Alm Faks Hannibal;  Leangen Travbane ;2020-01-25;30052555;102
1;2;Volestart;1640;Alm Faks Hannibal;  Leangen Travbane ;2020-02-17;30052555;30
4;8;Volestart;2180;Alm Faks Hannibal;  Leangen Travbane ;2020-03-02;30052555;139
4;1;Volestart;2140;Alm Faks Hannibal;  Leangen Travbane ;2020-03-09;30052555;120
1;9;Volestart;2180;Alm Faks Hannibal;  Leangen Travbane ;2020-04-26;30052555;NULL
5;4;Autostart;1609;Areta Mollyn;  Jarlsberg Travbane ;2020-01-11;30052716;238
4;6;Autostart;2140;Areta Mollyn;  Sørlandets Travpark ;2020-02-15;30052716;240
7;4;Volestart;2140;Faks Mollyn;  Bjerke Travbane ;2020-01-15;30052717;67
1;3;Volestart;2160;Acers Poppey;  Leangen Travbane ;2020-01-25;30052742;202
2;4;Volestart;1680;Acers Poppey;  Leangen Travbane ;2020-02-17;30052742;172
5;9;Autostart;2140;Acers Poppey;  Leangen Travbane ;2020-02-24;30052742;308
7;1;Volestart;2100;Øvern Jerva;  Bergen Travpark ;2020-02-13;30052780;112
7;1;Volestart;2100;Øvern Jerva;  Bergen Travpark ;2020-02-13;30052780;112
4;10;Volestart;2140;Øvern Jerva;  Bergen Travpark ;2020-02-23;30052780;214
6;3;Volestart;2100;Øvern Jerva;  Bergen Travpark ;2020-04-27;30052780;115
6;2;Volestart;2100;Øvern Jerva;  Bergen Travpark ;2020-05-07;30052780;217
10;3;Volestart;2160;Tangen Odin;  Sørlandets Travpark ;2020-02-15;30052819;15
5;3;Autostart;1609;Lolly Løva;  Bjerke Travbane ;2020-01-23;30052829;-60
5;9;Autostart;1640;Gullkontoen;  Leangen Travbane ;2020-01-13;30053121;-57
7;6;Autostart;2100;Viking Faks;  Bjerke Travbane ;2020-01-29;30053160;171
5;5;Autostart;1609;Viking Faks;  Biri Travbane ;2020-02-16;30053160;271
1;10;Volestart;2120;Viking Faks;  Biri Travbane ;2020-05-02;30053160;183
1;1;Autostart;1640;Tojo Prinsen;  Momarken Travbane ;2020-01-26;30053238;217
4;8;Volestart;2160;Tojo Prinsen;  Bjerke Travbane ;2020-02-12;30053238;308
1;5;Autostart;1609;Tojo Prinsen;  Bjerke Travbane ;2020-03-11;30053238;195
3;3;Autostart;2100;C.C. Boy;Bjerke Travbane ;2020-02-26;30053260;117
6;2;Autostart;1640;Black Butan;  Leangen Travbane ;2020-01-25;30053403;209
6;9;Volestart;2680;Black Butan;  Leangen Travbane ;2020-02-17;30053403;282
5;6;Autostart;2140;Black Butan;  Leangen Travbane ;2020-03-02;30053403;274
6;10;Autostart;2100;Rapido Va Bene;  Bjerke Travbane ;2020-02-12;30053405;434
2;10;Volestart;2140;Lille Jerkeld;  Bergen Travpark ;2020-03-05;30053420;435
6;8;Volestart;2640;Lille Jerkeld;  Bergen Travpark ;2020-05-03;30053420;422
5;10;Autostart;1609;Tangen Stegg;  Jarlsberg Travbane ;2020-02-07;30053483;-52
1;1;Autostart;2100;Tangen Stegg;  Bjerke Travbane ;2020-02-26;30053483;39
5;7;Autostart;2100;Tangen Stegg;  Jarlsberg Travbane ;2020-03-06;30053483;28
4;10;Autostart;1609;Tangen Stegg;  Jarlsberg Travbane ;2020-05-10;30053483;-79
6;11;Autostart;2100;Kosmos Dream;  Biri Travbane ;2020-02-16;30053757;125
5;4;Autostart;1609;Rapid;  Bjerke Travbane ;2020-01-23;30053767;-24
2;2;Volestart;2160;Seaside Fashion;  Leangen Travbane ;2020-01-25;30053803;11
7;4;Autostart;1640;Seaside Fashion;  Leangen Travbane ;2020-02-10;30053803;112
6;8;Volestart;2140;Sæter Fia;  Leangen Travbane ;2020-01-06;30054279;-182
7;7;Volestart;2160;Sæter Fia;  Leangen Travbane ;2020-01-25;30054279;-150
4;4;Volestart;1640;Sæter Fia;  Leangen Travbane ;2020-02-17;30054279;-258
8;2;Volestart;2140;Sæter Fia;  Leangen Travbane ;2020-02-24;30054279;-142
6;1;Volestart;2140;Sæter Fia;  Leangen Travbane ;2020-03-09;30054279;-128
4;11;Volestart;2160;Sæter Fia;  Leangen Travbane ;2020-05-04;30054279;-212
7;1;Autostart;1609;Finnskog Lux;  Bjerke Travbane ;2020-01-23;30054287;110
7;1;Volestart;2100;Finnskog Lux;  Biri Travbane ;2020-02-28;30054287;72
4;5;Autostart;1609;Finnskog Lux;  Jarlsberg Travbane ;2020-04-21;30054287;72
6;2;Volestart;2140;Finnskog Lux;  Momarken Travbane ;2020-04-28;30054287;NULL
1;2;Volestart;1640;Finnskog Lux;  Momarken Travbane ;2020-05-03;30054287;179
7;3;Volestart;2120;Lukas;  Bergen Travpark ;2020-02-13;30054400;434
7;3;Volestart;2120;Lukas;  Bergen Travpark ;2020-02-13;30054400;434
1;6;Volestart;1620;Lukas;  Bergen Travpark ;2020-02-23;30054400;432
4;5;Volestart;2140;Lukas;  Bergen Travpark ;2020-03-05;30054400;419
5;8;Autostart;1609;Lille Jim;  Biri Travbane ;2020-02-16;30054401;395
7;11;Volestart;2180;Ruskeli Scott;  Leangen Travbane ;2020-01-25;30054522;-60
1;4;Autostart;2100;Wayward;  Bergen Travpark ;2020-01-23;30054533;149
3;11;Volestart;2140;Wayward;  Bergen Travpark ;2020-05-03;30054533;113
5;3;Autostart;2600;Wayward;  Bergen Travpark ;2020-05-07;30054533;232
3;11;Volestart;2120;Missingmyr Stjernen;  Jarlsberg Travbane ;2020-01-11;30054603;-243
7;3;Autostart;1609;Missingmyr Stjernen;  Bjerke Travbane ;2020-01-22;30054603;-235
5;6;Autostart;2100;Missingmyr Stjernen;  Bjerke Travbane ;2020-01-29;30054603;-264
2;5;Autostart;2100;Missingmyr Stjernen;  Bjerke Travbane ;2020-02-09;30054603;-267
2;10;Autostart;1609;Missingmyr Stjernen;  Bjerke Travbane ;2020-02-22;30054603;-269
3;8;Volestart;2160;Missingmyr Stjernen;  Bjerke Travbane ;2020-03-04;30054603;-286
8;1;Volestart;2140;Missingmyr Stjernen;  Momarken Travbane ;2020-03-10;30054603;-289
4;9;Autostart;1609;Missingmyr Stjernen;  Jarlsberg Travbane ;2020-04-21;30054603;NULL
6;1;Volestart;2140;Missingmyr Stjernen;  Momarken Travbane ;2020-04-28;30054603;NULL
5;3;Autostart;2140;Lustra Loke;  Momarken Travbane ;2020-01-17;30054611;312
8;2;Volestart;2140;Lustra Loke;  Bjerke Travbane ;2020-02-05;30054611;303
5;1;Autostart;1609;Lustra Loke;  Biri Travbane ;2020-02-16;30054611;335
7;5;Volestart;2120;Lustra Loke;  Biri Travbane ;2020-02-28;30054611;316
8;6;Volestart;2160;Lustra Loke;  Momarken Travbane ;2020-03-10;30054611;330
1;6;Volestart;1660;Lustra Loke;  Momarken Travbane ;2020-05-03;30054611;241
3;4;Volestart;2180;Varg Kongen;  Leangen Travbane ;2020-02-24;30054763;-352
6;9;Volestart;2140;Varg Kongen;  Leangen Travbane ;2020-03-09;30054763;-248
1;2;Volestart;2160;Varg Kongen;  Leangen Travbane ;2020-04-26;30054763;NULL
3;4;Volestart;1600;Kodran;  Jarlsberg Travbane ;2020-04-21;30055242;106
1;5;Volestart;1660;Kodran;  Momarken Travbane ;2020-05-03;30055242;187
